Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Víctor Chust,ESP,DF,25,Elche,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.09,0.03,0.03,0.01,0.03,1.38,4.39,0.09,Shooting,Per 90,0.26,0.00,0.0%,0.00,,9.50,0.00,0.09,-0.03,-0.03,Passing,60.66,68.15,89.0%,1008.24,295.73,25.81,27.02,95.5%,29.68,31.58,94.0%,3.53,6.97,50.6%,0.03,0.17,5.25,0.17,0.00,Pass Types,61.69,6.37,3.01,0.00,0.26,0.43,1.63,0.00,0.00,0.00,0.00,0.09,0.17,Goal and Shot Creation,0.69,0.60,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,2.41,1.29,1.72,0.60,0.09,1.03,1.63,63.2%,0.60,0.86,0.69,0.95,3.36,3.01,0.09,Possession,76.15,5.42,29.86,41.90,5.08,0.43,76.15,0.43,0.26,60.0%,0.17,40.0%,42.59,244.36,131.64,0.69,0.00,0.60,0.09,54.03,Miscellaneous Stats,0.09,1.63,0.69,0.09,0.00,0.00,0.00,3.79,1.29,0.60,68.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathé Ciss,SEN,"MF,DF",31,Rayo Vallecano,La Liga,0.12,0.00,0.12,0.12,0.00,0.00,0.39,0.04,0.10,0.09,0.02,0.11,1.05,6.05,0.39,Shooting,Per 90,0.74,0.35,47.4%,0.16,0.33,13.90,0.00,0.13,+0.02,+0.03,Passing,48.32,55.23,87.5%,903.91,305.51,18.16,20.00,90.8%,24.73,26.76,92.4%,4.88,6.91,70.6%,0.03,0.47,5.94,0.20,0.00,Pass Types,52.85,2.11,1.33,0.08,0.55,0.08,0.16,0.00,0.00,0.00,0.00,0.27,0.82,Goal and Shot Creation,1.88,1.41,0.16,0.00,0.08,0.12,0.12,0.04,0.00,0.00,0.00,0.04,0.00,0.00,Defense,2.23,1.05,1.21,0.98,0.04,0.90,1.56,57.5%,0.66,1.33,0.51,1.64,3.87,2.42,0.12,Possession,65.94,5.04,23.20,38.32,4.88,0.74,65.94,0.70,0.43,61.1%,0.23,33.3%,35.20,155.20,83.05,0.86,0.04,0.51,0.78,41.88,Miscellaneous Stats,0.00,1.37,0.59,0.04,0.00,0.08,0.00,6.37,1.68,1.17,58.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Colombatto,ARG,MF,28,Oviedo,La Liga,0.00,0.08,0.08,0.00,0.00,0.00,0.31,0.00,0.04,0.04,0.12,0.16,0.63,4.85,2.66,Shooting,Per 90,0.94,0.16,16.7%,0.00,0.00,22.20,0.08,0.04,-0.04,-0.04,Passing,39.52,48.05,82.2%,686.11,194.79,18.47,19.72,93.7%,16.75,19.17,87.3%,3.52,7.12,49.5%,0.10,1.10,4.30,1.17,0.39,Pass Types,43.12,4.70,2.11,0.23,0.47,3.21,0.31,2.19,0.55,1.02,0.00,0.23,0.78,Goal and Shot Creation,2.43,1.64,0.47,0.00,0.16,0.08,0.08,0.23,0.08,0.16,0.00,0.00,0.00,0.00,Defense,1.57,0.55,0.86,0.63,0.08,1.10,1.80,60.9%,0.70,1.02,0.23,0.31,1.88,2.19,0.31,Possession,56.03,3.05,15.65,28.49,12.13,1.72,56.03,0.31,0.31,100.0%,0.00,0.0%,31.30,121.15,60.03,0.86,0.00,1.33,0.55,36.16,Miscellaneous Stats,0.00,2.27,2.03,0.00,0.00,0.00,0.00,4.30,0.63,0.39,61.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eray Cömert,SUI,DF,27,Valencia,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.04,0.04,0.00,0.04,0.43,2.60,0.22,Shooting,Per 90,0.11,0.11,100.0%,0.00,0.00,2.90,0.00,0.36,-0.04,-0.04,Passing,48.35,53.65,90.1%,943.05,300.18,14.82,16.01,92.6%,29.10,29.96,97.1%,4.00,7.03,56.9%,0.00,0.00,2.06,0.00,0.00,Pass Types,49.76,3.79,2.70,0.00,0.32,0.00,0.43,0.00,0.00,0.00,0.00,0.11,0.76,Goal and Shot Creation,0.54,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.51,0.87,1.19,0.32,0.00,0.97,1.62,60.0%,0.65,1.19,0.43,1.62,3.14,5.52,0.22,Possession,64.69,9.09,37.32,26.94,0.87,0.11,64.69,0.11,0.11,100.0%,0.00,0.0%,35.48,174.81,93.03,0.00,0.00,0.76,0.00,43.05,Miscellaneous Stats,0.00,0.54,0.87,0.00,0.00,0.00,0.00,3.03,0.32,1.08,23.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santi Comesaña,ESP,MF,29,Villarreal,La Liga,0.15,0.06,0.21,0.15,0.00,0.00,0.21,0.00,0.24,0.24,0.08,0.32,1.27,4.95,2.67,Shooting,Per 90,1.70,0.39,23.2%,0.09,0.38,13.60,0.00,0.14,-0.09,-0.09,Passing,36.32,44.42,81.8%,600.35,185.31,17.63,20.03,88.0%,14.72,16.69,88.2%,2.88,4.79,60.1%,0.12,0.82,4.46,0.94,0.12,Pass Types,43.36,0.79,0.52,0.39,0.15,0.55,0.09,0.00,0.00,0.00,0.00,0.27,0.88,Goal and Shot Creation,2.31,2.03,0.06,0.06,0.06,0.03,0.06,0.39,0.36,0.00,0.00,0.03,0.00,0.00,Defense,2.40,1.15,1.18,0.88,0.33,1.21,2.46,49.4%,1.24,1.64,0.76,0.58,2.97,1.94,0.06,Possession,56.32,3.43,15.29,28.58,12.99,2.85,56.32,1.09,0.67,61.1%,0.33,30.6%,28.80,124.11,71.37,1.12,0.27,1.21,1.15,36.23,Miscellaneous Stats,0.00,1.34,1.03,0.06,0.00,0.03,0.00,4.95,1.52,1.91,44.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copete,ESP,DF,26,Valencia,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.06,0.06,0.01,0.07,0.50,3.33,0.15,Shooting,Per 90,0.46,0.00,0.0%,0.00,,11.10,0.00,0.13,-0.06,-0.06,Passing,42.85,50.40,85.0%,790.06,302.28,16.10,17.30,93.1%,22.30,24.58,90.7%,4.10,7.12,57.6%,0.03,0.19,2.90,0.35,0.12,Pass Types,47.73,2.59,1.90,0.08,0.46,0.31,0.00,0.00,0.00,0.00,0.00,0.08,0.54,Goal and Shot Creation,1.24,0.97,0.00,0.12,0.12,0.00,0.04,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Defense,1.70,0.93,0.89,0.77,0.04,0.77,0.97,80.0%,0.19,1.43,0.89,1.12,2.83,6.19,0.15,Possession,62.79,8.05,28.95,30.89,3.25,0.81,62.79,0.46,0.39,83.3%,0.04,8.3%,32.36,151.82,82.34,0.46,0.04,0.54,0.19,40.34,Miscellaneous Stats,0.00,1.24,0.74,0.08,0.00,0.04,0.00,2.83,1.59,1.08,59.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thierry Correia,POR,DF,26,Valencia,La Liga,0.00,0.10,0.10,0.00,0.00,0.00,0.29,0.00,0.03,0.03,0.07,0.10,1.35,3.95,6.36,Shooting,Per 90,0.39,0.10,25.0%,0.00,0.00,15.70,0.00,0.07,-0.03,-0.03,Passing,40.09,51.07,78.5%,633.18,205.44,20.62,23.61,87.3%,16.48,20.62,79.9%,2.12,4.53,46.8%,0.15,0.67,2.51,1.83,0.48,Pass Types,41.63,9.44,0.77,0.00,0.19,2.51,8.67,0.00,0.00,0.00,0.00,0.00,1.06,Goal and Shot Creation,2.22,1.73,0.00,0.10,0.10,0.19,0.10,0.19,0.10,0.00,0.10,0.00,0.00,0.00,Defense,1.73,1.16,1.35,0.19,0.19,1.25,1.64,76.5%,0.39,1.06,0.00,1.16,2.89,2.51,0.00,Possession,62.34,1.54,15.80,27.94,19.18,1.73,62.34,1.45,0.67,46.7%,0.58,40.0%,27.75,121.90,69.19,0.67,0.29,1.93,0.87,36.81,Miscellaneous Stats,0.00,1.73,1.54,0.29,0.00,0.10,0.00,3.18,1.06,1.45,42.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coba da Costa,ESP,"MF,FW",23,Getafe,La Liga,0.08,0.08,0.17,0.08,0.00,0.00,0.41,0.00,0.10,0.10,0.11,0.21,3.55,2.23,7.84,Shooting,Per 90,1.73,0.50,28.6%,0.05,0.17,18.10,0.00,0.06,-0.02,-0.02,Passing,20.95,32.58,64.3%,308.19,74.24,12.29,16.42,74.9%,5.61,9.16,61.3%,1.65,3.71,44.4%,0.16,0.82,1.73,0.99,0.66,Pass Types,32.09,0.33,0.00,0.17,0.00,4.70,0.25,0.08,0.00,0.00,0.00,0.17,2.14,Goal and Shot Creation,3.38,2.56,0.00,0.50,0.17,0.08,0.08,0.41,0.33,0.00,0.00,0.08,0.00,0.00,Defense,2.64,0.99,0.82,1.32,0.50,1.40,2.47,56.7%,1.07,2.14,0.00,0.58,3.22,0.82,0.00,Possession,51.23,0.91,6.85,19.47,25.66,4.12,51.23,5.11,2.14,41.9%,2.89,56.5%,25.74,177.03,87.28,2.23,1.81,4.29,1.98,31.92,Miscellaneous Stats,0.00,1.24,0.91,0.17,0.00,0.00,0.00,3.22,2.72,1.98,57.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samu Costa,POR,MF,25,Mallorca,La Liga,0.11,0.00,0.11,0.11,0.00,0.00,0.41,0.00,0.06,0.06,0.04,0.10,0.79,3.47,2.19,Shooting,Per 90,1.02,0.26,25.9%,0.11,0.43,17.00,0.00,0.06,+0.06,+0.06,Passing,35.87,46.06,77.9%,633.96,174.34,16.41,19.77,83.0%,15.65,18.41,85.0%,3.28,5.24,62.6%,0.05,0.41,3.43,0.34,0.08,Pass Types,45.00,0.91,0.75,0.11,0.38,0.98,0.15,0.00,0.00,0.00,0.00,0.15,1.17,Goal and Shot Creation,1.66,1.21,0.00,0.08,0.15,0.15,0.08,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Defense,2.64,1.36,1.21,1.17,0.26,1.06,2.79,37.8%,1.74,1.74,0.57,0.91,3.55,3.36,0.11,Possession,60.24,3.58,16.45,33.72,10.45,1.40,60.24,1.58,0.60,38.1%,0.87,54.8%,32.21,122.18,51.45,0.83,0.11,1.43,1.02,38.59,Miscellaneous Stats,0.00,2.26,2.19,0.15,0.00,0.00,0.00,4.00,2.45,1.62,60.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Costas,ESP,DF,30,Oviedo,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.02,0.05,0.31,2.48,0.08,Shooting,Per 90,0.08,0.00,0.0%,0.00,,4.00,0.00,0.45,-0.03,-0.03,Passing,40.73,46.09,88.4%,861.75,300.49,10.78,11.64,92.7%,23.59,25.22,93.5%,6.21,8.53,72.7%,0.02,0.23,1.94,0.23,0.00,Pass Types,43.91,2.02,1.47,0.00,0.78,0.16,0.31,0.00,0.00,0.00,0.00,0.16,0.08,Goal and Shot Creation,0.54,0.54,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Defense,1.55,1.16,1.40,0.08,0.08,0.47,0.78,60.0%,0.31,0.78,0.70,1.40,2.95,5.74,0.00,Possession,56.48,8.77,35.46,19.71,1.55,0.47,56.48,0.70,0.54,77.8%,0.16,22.2%,31.50,154.94,89.15,0.23,0.00,0.39,0.16,36.23,Miscellaneous Stats,0.00,0.78,0.31,0.08,0.00,0.00,0.00,2.56,1.78,1.24,59.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thibaut Courtois,BEL,GK,33,Real Madrid,La Liga,,,,,,0.17,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,4.09,3.07,79.3%,0.67,0.11,0.22,0.35,34.8%,0.15,0.02,0.00,12.5%,Advanced Goalkeeping,0.07,0.13,0.00,1.08,0.24,+0.08,2.59,8.96,28.9%,28.85,5.13,24.7%,30.4,4.57,40.0%,38.5,10.91,0.74,6.8%,1.09,14.1
Juan Cruz Armada,ESP,DF,33,Osasuna,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.03,0.03,0.01,0.03,0.32,2.79,0.44,Shooting,Per 90,0.13,0.00,0.0%,0.00,,14.70,0.00,0.21,-0.03,-0.03,Passing,32.07,38.68,82.9%,540.76,239.70,14.23,15.56,91.4%,14.99,17.28,86.8%,2.10,4.32,48.5%,0.02,0.13,2.79,0.32,0.13,Pass Types,32.14,6.48,1.33,0.00,0.13,0.64,5.14,0.00,0.00,0.00,0.00,0.06,0.51,Goal and Shot Creation,0.89,0.64,0.19,0.00,0.06,0.00,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Defense,1.40,0.83,0.70,0.57,0.13,0.83,1.27,65.0%,0.44,1.02,0.51,0.57,1.97,4.19,0.00,Possession,47.13,5.14,19.24,22.17,5.84,0.06,47.13,0.25,0.13,50.0%,0.06,25.0%,21.28,83.14,37.98,0.44,0.00,0.38,0.19,24.90,Miscellaneous Stats,0.00,0.83,0.13,0.13,0.00,0.13,0.00,2.60,0.51,0.76,40.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pau Cubarsí,ESP,DF,18,Barcelona,La Liga,0.00,0.08,0.08,0.00,0.00,0.00,0.05,0.03,0.02,0.02,0.06,0.08,0.97,5.69,0.13,Shooting,Per 90,0.24,0.03,11.1%,0.00,0.00,16.40,0.00,0.07,-0.02,-0.02,Passing,81.85,87.08,94.0%,1450.30,526.88,30.80,32.08,96.0%,44.99,46.84,96.0%,4.94,6.38,77.3%,0.03,0.30,7.27,0.13,0.00,Pass Types,83.91,3.00,2.58,0.08,0.13,0.00,0.24,0.00,0.00,0.00,0.00,0.16,0.27,Goal and Shot Creation,1.05,0.94,0.00,0.03,0.05,0.00,0.03,0.11,0.08,0.00,0.00,0.03,0.00,0.00,Defense,1.31,0.86,0.72,0.51,0.08,0.59,1.07,55.0%,0.48,0.72,0.46,0.89,2.20,3.68,0.05,Possession,94.99,7.94,35.22,56.25,3.73,0.35,94.99,0.16,0.08,50.0%,0.05,33.3%,58.83,311.10,160.98,0.78,0.03,0.27,0.00,73.58,Miscellaneous Stats,0.00,0.91,0.24,0.00,0.00,0.03,0.00,3.46,2.23,1.42,61.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cucho,COL,FW,26,Betis,La Liga,0.43,0.12,0.56,0.40,0.03,0.03,0.09,0.00,0.38,0.36,0.17,0.52,1.74,2.70,6.49,Shooting,Per 90,3.26,0.84,25.7%,0.12,0.48,16.10,0.03,0.11,+0.05,+0.05,Passing,17.45,24.84,70.3%,258.48,66.96,9.44,12.05,78.4%,4.38,6.24,70.1%,1.68,2.48,67.5%,0.08,1.30,1.49,0.68,0.03,Pass Types,22.64,2.14,0.00,0.06,0.43,0.81,0.09,0.06,0.00,0.00,0.00,0.06,0.68,Goal and Shot Creation,3.23,2.39,0.03,0.37,0.22,0.12,0.09,0.50,0.31,0.00,0.06,0.06,0.06,0.00,Defense,1.21,0.81,0.25,0.50,0.47,0.34,0.65,52.4%,0.31,0.78,0.09,0.43,1.65,0.84,0.03,Possession,37.76,0.90,2.70,16.68,18.85,5.25,37.73,2.11,1.12,52.9%,0.90,42.6%,21.06,99.38,41.77,0.84,0.96,3.82,1.49,26.43,Miscellaneous Stats,0.00,0.84,0.90,0.47,0.03,0.00,0.00,2.52,1.93,2.33,45.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnaut Danjuma,NED,"FW,MF",28,Valencia,La Liga,0.24,0.05,0.29,0.24,0.00,0.05,0.05,0.00,0.29,0.26,0.11,0.36,4.51,1.82,8.34,Shooting,Per 90,2.11,0.82,38.6%,0.11,0.29,17.30,0.05,0.12,-0.05,-0.02,Passing,17.41,23.88,72.9%,297.81,68.38,8.73,10.45,83.5%,6.23,8.20,76.0%,1.87,3.21,58.2%,0.14,1.05,0.58,1.01,0.43,Pass Types,22.25,1.49,0.05,0.24,0.19,3.26,0.10,0.86,0.67,0.14,0.00,0.14,0.38,Goal and Shot Creation,2.21,1.39,0.14,0.43,0.14,0.10,0.00,0.14,0.10,0.00,0.05,0.00,0.00,0.00,Defense,0.53,0.48,0.19,0.19,0.14,0.19,0.53,36.4%,0.34,0.43,0.05,0.05,0.58,0.43,0.00,Possession,33.23,0.62,3.84,11.22,18.75,4.27,33.18,4.22,1.63,38.6%,1.87,44.3%,21.39,193.52,103.81,2.69,1.97,1.97,0.82,24.84,Miscellaneous Stats,0.00,1.05,1.29,0.58,0.00,0.00,0.00,3.60,0.19,0.43,30.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergi Darder,ESP,"MF,FW",32,Mallorca,La Liga,0.06,0.19,0.26,0.06,0.00,0.00,0.22,0.00,0.07,0.07,0.14,0.21,1.44,5.11,2.72,Shooting,Per 90,1.28,0.32,25.0%,0.05,0.20,24.00,0.03,0.05,0.00,0.00,Passing,32.97,43.00,76.7%,631.09,174.92,13.67,15.14,90.3%,13.67,16.61,82.3%,4.89,9.11,53.7%,0.16,1.66,4.03,0.86,0.48,Pass Types,36.39,6.42,2.08,0.19,0.70,5.27,0.48,2.20,1.15,0.86,0.10,0.19,0.45,Goal and Shot Creation,3.13,1.79,1.12,0.03,0.13,0.06,0.00,0.19,0.13,0.06,0.00,0.00,0.00,0.00,Defense,0.93,0.58,0.29,0.45,0.19,0.45,1.28,35.0%,0.83,0.58,0.13,0.70,1.63,0.58,0.00,Possession,50.70,0.77,5.78,29.04,16.52,0.96,50.70,2.56,1.28,50.0%,0.99,38.8%,30.83,166.55,77.44,1.69,0.32,0.99,0.93,33.77,Miscellaneous Stats,0.00,0.73,1.09,0.10,0.00,0.00,0.00,3.99,0.29,0.32,47.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leander Dendoncker,BEL,MF,30,Oviedo,La Liga,0.05,0.00,0.05,0.05,0.00,0.00,0.11,0.00,0.05,0.05,0.02,0.08,0.87,3.33,1.25,Shooting,Per 90,0.65,0.27,41.7%,0.08,0.20,16.20,0.05,0.08,0.00,0.00,Passing,37.83,43.56,86.9%,643.25,133.77,16.41,18.15,90.4%,18.15,19.73,92.0%,2.24,3.00,74.5%,0.03,0.38,2.45,0.27,0.11,Pass Types,41.70,1.64,1.20,0.05,0.16,0.33,0.27,0.00,0.00,0.00,0.00,0.22,1.20,Goal and Shot Creation,0.98,0.87,0.05,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,2.40,1.53,1.42,0.93,0.05,1.14,2.18,52.5%,1.04,1.58,0.38,0.93,3.33,2.45,0.16,Possession,54.40,4.14,17.77,29.16,7.63,1.69,54.40,0.71,0.38,53.8%,0.33,46.2%,29.22,139.82,70.10,0.71,0.05,1.20,0.38,34.83,Miscellaneous Stats,0.00,0.93,0.38,0.05,0.00,0.05,0.00,3.92,1.74,1.58,52.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nelson Deossa,COL,MF,25,Betis,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.06,0.06,0.03,0.09,1.99,3.13,1.57,Shooting,Per 90,1.99,0.14,7.1%,0.00,0.00,27.20,0.00,0.03,-0.06,-0.06,Passing,36.03,42.29,85.2%,554.53,122.18,18.51,20.51,90.3%,12.82,14.38,89.1%,2.71,3.84,70.4%,0.04,0.57,2.71,0.43,0.00,Pass Types,40.16,1.99,1.28,0.28,0.43,0.43,0.71,0.00,0.00,0.00,0.00,0.14,1.00,Goal and Shot Creation,2.56,1.99,0.00,0.28,0.14,0.00,0.14,0.28,0.28,0.00,0.00,0.00,0.00,0.00,Defense,1.99,0.85,1.00,1.00,0.00,0.85,2.14,40.0%,1.28,1.28,0.28,0.43,2.42,1.28,0.28,Possession,57.67,2.14,11.25,30.76,16.23,1.00,57.67,4.41,2.56,58.1%,1.28,29.0%,33.32,189.40,88.58,1.71,0.14,2.42,1.14,37.17,Miscellaneous Stats,0.00,2.42,2.99,0.14,0.00,0.00,0.00,4.84,1.99,1.28,60.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouctar Diakhaby,GUI,DF,29,Valencia,La Liga,0.23,0.00,0.23,0.23,0.00,0.00,0.23,0.00,0.15,0.15,0.01,0.16,0.53,2.41,0.45,Shooting,Per 90,1.13,0.53,46.7%,0.20,0.43,8.90,0.00,0.13,+0.08,+0.08,Passing,42.37,49.59,85.4%,758.23,276.85,16.63,17.91,92.9%,22.50,24.31,92.6%,3.09,6.32,48.8%,0.01,0.15,1.51,0.15,0.00,Pass Types,47.33,1.96,1.43,0.00,0.23,0.08,0.23,0.00,0.00,0.00,0.00,0.30,0.30,Goal and Shot Creation,0.83,0.60,0.00,0.00,0.15,0.08,0.00,0.23,0.23,0.00,0.00,0.00,0.00,0.00,Defense,1.20,0.68,1.20,0.00,0.00,0.60,0.75,80.0%,0.15,0.90,0.60,1.58,2.78,7.68,0.08,Possession,63.96,8.80,37.40,23.48,3.46,2.18,63.96,0.53,0.23,42.9%,0.30,57.1%,31.91,148.55,78.11,0.60,0.00,0.53,0.15,40.26,Miscellaneous Stats,0.00,0.68,0.53,0.08,0.08,0.00,0.00,3.39,2.56,0.83,75.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moussa Diarra,MLI,DF,25,Alavés,La Liga,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.00,0.00,0.02,0.02,0.55,2.28,1.73,Shooting,Per 90,0.00,0.00,,,,,0.00,,0.00,0.00,Passing,32.52,40.63,80.0%,593.86,253.23,12.91,14.65,88.2%,16.54,19.06,86.8%,2.52,5.20,48.5%,0.02,0.32,1.42,0.32,0.24,Pass Types,34.57,6.06,1.26,0.00,0.39,0.94,4.80,0.00,0.00,0.00,0.00,0.00,0.79,Goal and Shot Creation,0.94,0.79,0.00,0.00,0.00,0.16,0.00,0.08,0.00,0.00,0.00,0.00,0.08,0.00,Defense,2.13,1.10,1.26,0.71,0.16,0.71,1.50,47.4%,0.79,1.10,0.32,0.79,2.91,3.23,0.08,Possession,50.71,3.54,19.53,22.76,8.66,0.39,50.71,0.79,0.32,40.0%,0.39,50.0%,23.54,97.48,53.54,0.94,0.00,0.87,0.79,29.21,Miscellaneous Stats,0.00,1.50,0.94,0.00,0.00,0.08,0.00,4.02,1.57,1.10,58.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brahim Díaz,MAR,"FW,MF",26,Real Madrid,La Liga,0.29,0.12,0.41,0.29,0.00,0.00,0.18,0.00,0.32,0.32,0.20,0.51,3.05,3.93,8.33,Shooting,Per 90,2.17,1.29,59.5%,0.14,0.23,12.90,0.00,0.14,-0.02,-0.02,Passing,38.19,43.24,88.3%,475.58,98.21,27.58,29.75,92.7%,8.21,9.45,87.0%,0.94,1.23,76.2%,0.14,1.58,2.70,1.35,0.18,Pass Types,41.48,1.47,0.47,0.41,0.06,1.00,0.70,0.18,0.00,0.06,0.00,0.29,0.59,Goal and Shot Creation,3.40,2.46,0.06,0.47,0.29,0.06,0.06,0.47,0.29,0.00,0.06,0.12,0.00,0.00,Defense,1.47,1.06,0.47,0.53,0.47,0.76,1.41,54.2%,0.65,0.65,0.06,0.47,1.94,0.29,0.06,Possession,55.15,0.35,4.28,23.64,27.93,5.63,55.15,3.23,1.41,43.6%,1.58,49.1%,36.26,168.50,85.31,1.70,1.00,3.23,1.88,43.89,Miscellaneous Stats,0.00,1.41,1.94,0.12,0.00,0.00,0.00,3.75,0.23,0.88,21.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
