Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Benjamin André,FRA,MF,35,Lille,Ligue1,0.11,0.09,0.20,0.11,0.00,0.00,0.31,0.00,0.07,0.07,0.07,0.14,0.94,6.56,2.81,Shooting,Per 90,0.77,0.20,25.9%,0.15,0.57,14.20,0.00,0.09,+0.04,+0.04,Passing,48.51,58.09,83.5%,801.13,223.59,23.84,26.83,88.9%,19.04,22.05,86.3%,4.01,5.48,73.1%,0.08,0.80,5.57,0.80,0.17,Pass Types,55.90,2.02,1.96,0.17,0.51,0.63,0.06,0.00,0.00,0.00,0.00,0.17,1.31,Goal and Shot Creation,2.07,1.82,0.00,0.03,0.09,0.09,0.06,0.23,0.20,0.00,0.00,0.03,0.00,0.00,Defense,3.01,1.93,1.11,1.53,0.37,1.42,2.53,56.2%,1.11,1.53,0.23,1.39,4.40,1.93,0.00,Possession,69.97,2.53,13.38,41.21,16.00,2.02,69.97,0.82,0.34,41.4%,0.40,48.3%,39.59,186.68,84.03,1.36,0.14,1.56,0.94,48.57,Miscellaneous Stats,0.00,1.68,1.45,0.06,0.00,0.03,0.00,5.88,2.42,2.53,48.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youssef El-Arabi,MAR,FW,38,Nantes,Ligue1,0.43,0.00,0.43,0.43,0.00,0.14,0.00,0.00,0.27,0.14,0.07,0.22,1.15,2.02,3.31,Shooting,Per 90,1.15,0.72,62.5%,0.38,0.60,12.30,0.00,0.12,+0.16,+0.29,Passing,15.41,24.19,63.7%,257.76,67.68,7.34,11.23,65.4%,5.62,8.06,69.6%,1.58,2.45,64.7%,0.10,1.15,1.01,0.43,0.00,Pass Types,21.60,2.59,0.14,0.29,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.58,Goal and Shot Creation,2.45,1.44,0.00,0.00,0.43,0.43,0.14,0.43,0.14,0.00,0.00,0.29,0.00,0.00,Defense,0.86,0.72,0.14,0.58,0.14,0.00,0.58,0.0%,0.58,0.72,0.14,0.14,1.01,1.01,0.00,Possession,35.86,1.58,5.18,21.46,9.65,3.02,35.71,2.16,0.58,26.7%,1.58,73.3%,20.88,88.42,37.15,0.43,0.14,4.03,0.58,22.46,Miscellaneous Stats,0.00,2.30,2.16,0.58,0.14,0.00,0.00,4.18,1.87,3.46,35.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlens Arcus,HAI,DF,29,Angers,Ligue1,0.00,0.08,0.08,0.00,0.00,0.00,0.21,0.00,0.01,0.01,0.06,0.07,1.55,3.39,2.72,Shooting,Per 90,0.38,0.04,11.1%,0.00,0.00,28.70,0.00,0.02,-0.01,-0.01,Passing,44.81,53.47,83.8%,745.56,264.60,21.88,23.64,92.6%,18.70,22.05,84.8%,3.47,5.61,61.9%,0.05,0.46,2.38,0.59,0.29,Pass Types,44.77,8.49,1.46,0.08,0.17,1.76,7.03,0.00,0.00,0.00,0.00,0.21,0.96,Goal and Shot Creation,1.30,1.13,0.04,0.00,0.00,0.08,0.04,0.17,0.13,0.00,0.00,0.00,0.04,0.00,Defense,1.80,1.51,1.05,0.63,0.13,1.09,1.67,65.0%,0.59,1.05,0.08,1.05,2.85,3.39,0.08,Possession,62.34,3.56,24.60,26.65,11.63,0.42,62.34,0.38,0.13,33.3%,0.21,55.6%,29.62,137.20,69.54,1.21,0.13,0.71,0.25,36.65,Miscellaneous Stats,0.00,1.59,0.96,0.00,0.00,0.04,0.00,4.18,1.05,1.09,49.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hákon Arnar Haraldsson,ISL,"MF,FW",22,Lille,Ligue1,0.33,0.15,0.47,0.33,0.00,0.00,0.12,0.00,0.25,0.25,0.19,0.44,2.84,5.13,6.61,Shooting,Per 90,1.81,0.62,34.4%,0.18,0.52,17.70,0.03,0.14,+0.08,+0.08,Passing,37.09,46.48,79.8%,596.61,157.40,18.40,20.97,87.7%,14.81,17.63,84.0%,2.52,4.77,52.8%,0.20,1.84,2.73,1.93,0.15,Pass Types,42.13,4.24,0.95,0.44,0.18,3.47,0.33,2.22,0.83,0.95,0.03,0.12,0.56,Goal and Shot Creation,3.70,2.61,0.74,0.09,0.15,0.09,0.03,0.50,0.33,0.09,0.00,0.06,0.03,0.00,Defense,1.27,0.68,0.41,0.53,0.33,0.62,1.57,39.6%,0.95,0.59,0.03,0.33,1.60,0.41,0.00,Possession,56.38,0.83,6.75,24.53,25.63,4.18,56.38,2.55,1.19,46.5%,1.30,51.2%,37.00,221.00,105.40,2.40,0.89,2.10,0.86,41.18,Miscellaneous Stats,0.00,1.01,1.42,0.06,0.03,0.00,0.00,4.00,0.30,0.68,30.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dehmaine Assoumani,FRA,MF,20,Nantes,Ligue1,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.06,0.06,0.15,0.23,1.55,2.62,3.80,Shooting,Per 90,1.55,0.36,23.1%,0.00,0.00,28.00,0.24,0.04,-0.06,-0.06,Passing,22.35,34.00,65.7%,408.86,123.88,9.87,11.89,83.0%,9.15,12.36,74.0%,2.62,7.85,33.3%,0.15,1.43,1.90,0.71,0.24,Pass Types,29.13,4.64,1.55,0.00,0.71,4.87,0.24,2.85,1.19,1.55,0.00,0.24,0.83,Goal and Shot Creation,2.73,1.55,0.83,0.12,0.00,0.24,0.00,0.24,0.24,0.00,0.00,0.00,0.00,0.00,Defense,1.43,0.71,0.71,0.24,0.48,0.59,1.66,35.7%,1.07,0.83,0.00,1.07,2.50,1.55,0.24,Possession,46.01,2.02,10.11,21.40,15.34,1.66,46.01,3.09,1.43,46.2%,1.55,50.0%,23.90,126.74,57.54,0.95,0.24,2.14,1.31,25.92,Miscellaneous Stats,0.00,1.78,1.90,0.00,0.00,0.00,0.00,4.99,0.71,0.95,42.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otavio Ataide,BRA,DF,23,Paris FC,Ligue1,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.06,0.01,0.01,0.01,0.02,0.94,3.20,0.31,Shooting,Per 90,0.44,0.00,0.0%,0.00,,23.30,0.00,0.03,-0.01,-0.01,Passing,60.23,69.00,87.3%,1220.39,396.79,16.92,18.49,91.5%,36.66,39.17,93.6%,6.39,10.34,61.8%,0.01,0.13,3.07,0.13,0.00,Pass Types,66.75,2.07,1.57,0.00,0.56,0.13,0.13,0.00,0.00,0.00,0.00,0.19,0.75,Goal and Shot Creation,0.75,0.50,0.00,0.00,0.19,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Defense,2.13,1.00,1.00,1.07,0.06,1.00,1.38,72.7%,0.38,1.63,0.88,1.50,3.64,7.46,0.13,Possession,83.17,13.91,47.38,33.22,3.26,0.69,83.17,0.44,0.31,71.4%,0.13,28.6%,49.64,250.32,141.33,0.63,0.06,0.69,0.50,60.36,Miscellaneous Stats,0.00,1.32,1.50,0.06,0.00,0.06,0.00,3.76,1.32,1.07,55.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre-Emerick Aubameyang,GAB,FW,36,Marseille,Ligue1,0.47,0.53,1.00,0.47,0.00,0.00,0.00,0.00,0.51,0.51,0.21,0.72,1.53,2.17,5.11,Shooting,Per 90,2.53,1.23,48.8%,0.19,0.38,14.60,0.00,0.20,-0.04,-0.04,Passing,16.33,22.15,73.7%,222.12,54.52,9.52,12.04,79.0%,5.17,6.87,75.2%,0.59,0.94,62.5%,0.19,1.41,0.88,0.76,0.06,Pass Types,20.74,1.29,0.00,0.35,0.12,1.17,0.06,0.00,0.00,0.00,0.00,0.12,0.24,Goal and Shot Creation,2.58,1.94,0.00,0.18,0.29,0.06,0.12,0.94,0.71,0.00,0.06,0.12,0.06,0.00,Defense,0.29,0.12,0.00,0.18,0.12,0.06,0.35,16.7%,0.29,0.29,0.06,0.41,0.71,0.53,0.00,Possession,30.25,0.82,2.88,13.81,13.98,3.88,30.25,1.00,0.59,58.8%,0.35,35.3%,19.68,84.54,42.53,1.06,0.88,2.06,0.65,22.85,Miscellaneous Stats,0.00,0.82,0.82,0.35,0.06,0.00,0.00,1.70,0.76,1.06,41.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur Avom,CMR,MF,21,Lorient,Ligue1,0.00,0.07,0.07,0.00,0.00,0.00,0.21,0.00,0.05,0.05,0.12,0.17,2.13,5.68,2.27,Shooting,Per 90,0.99,0.07,7.1%,0.00,0.00,23.40,0.07,0.05,-0.05,-0.05,Passing,43.15,52.52,82.2%,769.68,227.56,19.24,21.44,89.7%,18.17,21.58,84.2%,4.68,6.74,69.5%,0.16,1.42,4.47,1.42,0.21,Pass Types,47.98,4.05,2.27,0.35,0.28,2.13,0.28,0.57,0.28,0.07,0.00,0.50,0.85,Goal and Shot Creation,4.05,3.12,0.21,0.07,0.21,0.43,0.00,0.14,0.07,0.00,0.00,0.07,0.00,0.00,Defense,2.34,1.35,0.78,1.42,0.14,1.06,2.13,50.0%,1.06,0.92,0.07,1.49,3.83,0.78,0.00,Possession,62.53,2.27,15.62,32.93,15.26,1.85,62.53,2.06,1.14,55.2%,0.64,31.0%,39.25,207.97,100.86,1.14,0.28,1.85,1.06,41.24,Miscellaneous Stats,0.00,0.85,2.13,0.00,0.07,0.07,0.07,5.47,0.28,0.64,30.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chidozie Awaziem,NGA,DF,29,Nantes,Ligue1,0.06,0.00,0.06,0.06,0.00,0.00,0.38,0.00,0.03,0.03,0.02,0.05,0.38,2.84,0.00,Shooting,Per 90,0.38,0.19,50.0%,0.17,0.33,16.80,0.06,0.09,+0.03,+0.03,Passing,53.68,62.40,86.0%,1180.11,444.57,13.71,15.28,89.7%,30.76,32.15,95.7%,8.78,13.64,64.4%,0.03,0.44,3.79,0.32,0.00,Pass Types,54.06,8.21,3.22,0.19,0.76,0.00,0.25,0.00,0.00,0.00,0.00,0.13,0.44,Goal and Shot Creation,0.88,0.82,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,0.76,0.51,0.57,0.19,0.00,0.38,0.82,46.2%,0.44,1.20,0.76,0.95,1.71,7.83,0.19,Possession,74.65,16.61,46.74,27.28,1.20,0.63,74.65,0.44,0.25,57.1%,0.19,42.9%,41.24,200.46,115.83,0.25,0.00,0.44,0.13,44.91,Miscellaneous Stats,0.00,0.88,1.01,0.06,0.00,0.00,0.06,4.04,1.83,1.01,64.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oussama El Azzouzi,MAR,"MF,DF",24,Auxerre,Ligue1,0.16,0.00,0.16,0.16,0.00,0.00,0.16,0.16,0.08,0.08,0.03,0.10,0.96,5.73,0.96,Shooting,Per 90,0.64,0.16,25.0%,0.25,1.00,20.90,0.00,0.11,+0.08,+0.08,Passing,40.14,43.96,91.3%,714.27,191.31,19.59,20.71,94.6%,14.81,16.25,91.2%,5.10,5.58,91.4%,0.05,0.64,5.42,0.64,0.00,Pass Types,42.37,1.43,1.12,0.00,0.64,0.00,0.16,0.16,0.00,0.00,0.00,0.16,0.48,Goal and Shot Creation,2.07,1.59,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.75,1.59,0.64,1.12,0.00,0.96,2.07,46.2%,1.12,0.64,0.16,2.23,3.98,1.59,0.00,Possession,53.52,2.87,15.29,28.35,10.04,1.43,53.52,1.43,0.48,33.3%,0.96,66.7%,30.58,153.24,77.73,0.96,0.00,0.64,0.80,36.48,Miscellaneous Stats,0.00,2.71,0.96,0.00,0.00,0.00,0.00,4.14,1.43,0.48,75.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samson Baidoo,AUT,DF,21,Lens,Ligue1,0.11,0.06,0.17,0.11,0.00,0.00,0.11,0.00,0.08,0.08,0.03,0.11,0.17,2.57,0.06,Shooting,Per 90,0.91,0.29,31.3%,0.13,0.40,12.10,0.00,0.09,+0.03,+0.03,Passing,46.40,50.17,92.5%,922.40,304.86,12.91,13.94,92.6%,28.11,29.20,96.3%,4.97,6.46,77.0%,0.02,0.11,3.26,0.00,0.00,Pass Types,47.89,2.17,1.26,0.00,0.17,0.06,0.11,0.00,0.00,0.00,0.00,0.11,0.63,Goal and Shot Creation,0.86,0.46,0.00,0.06,0.29,0.00,0.06,0.17,0.11,0.00,0.00,0.06,0.00,0.00,Defense,1.83,1.20,1.31,0.40,0.11,1.14,1.71,66.7%,0.57,1.89,1.26,1.14,2.97,3.89,0.00,Possession,61.14,9.03,30.91,28.34,2.17,1.20,61.14,0.40,0.34,85.7%,0.06,14.3%,32.40,138.17,64.74,0.06,0.00,0.29,0.06,39.09,Miscellaneous Stats,0.00,0.91,0.34,0.06,0.00,0.00,0.00,4.63,1.77,1.94,47.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo Bair,CAN,"MF,FW",26,Auxerre,Ligue1,0.17,0.17,0.34,0.17,0.00,0.00,0.00,0.00,0.24,0.24,0.14,0.37,2.04,0.68,4.42,Shooting,Per 90,2.55,1.19,46.7%,0.07,0.14,14.90,0.00,0.09,-0.07,-0.07,Passing,10.55,17.35,60.8%,117.73,28.58,6.64,9.70,68.4%,2.72,4.25,64.0%,0.00,0.68,0.0%,0.09,0.51,0.68,0.00,0.00,Pass Types,17.35,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.17,Goal and Shot Creation,0.85,0.51,0.00,0.17,0.17,0.00,0.00,0.34,0.17,0.00,0.00,0.17,0.00,0.00,Defense,0.34,0.34,0.17,0.17,0.00,0.00,0.34,0.0%,0.34,0.17,0.00,0.51,0.85,1.02,0.00,Possession,26.54,1.02,3.06,12.08,11.57,4.42,26.54,1.02,0.34,33.3%,0.68,66.7%,13.27,71.12,34.88,0.51,1.36,2.04,1.19,20.42,Miscellaneous Stats,0.00,1.70,0.51,0.34,0.00,0.00,0.00,2.04,5.44,4.76,53.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dilane Bakwa,FRA,"DF,MF",23,Strasbourg,Ligue1,0.29,0.35,0.64,0.29,0.00,0.00,0.29,0.00,0.16,0.16,0.24,0.39,4.22,4.74,10.17,Shooting,Per 90,1.73,0.69,40.0%,0.17,0.42,19.40,0.17,0.09,+0.13,+0.13,Passing,30.52,42.54,71.7%,493.24,143.53,16.19,19.19,84.3%,10.75,14.86,72.4%,2.60,5.84,44.6%,0.24,1.50,2.25,1.27,0.29,Pass Types,37.51,4.74,1.10,0.46,0.46,6.53,0.98,2.66,1.45,0.92,0.00,0.29,0.64,Goal and Shot Creation,3.99,2.43,0.52,0.52,0.12,0.40,0.00,0.87,0.52,0.06,0.17,0.00,0.12,0.00,Defense,0.81,0.40,0.35,0.29,0.17,0.52,1.04,50.0%,0.52,0.87,0.23,0.58,1.39,0.87,0.00,Possession,55.14,0.75,7.23,20.29,28.67,3.41,55.14,5.61,2.25,40.2%,2.60,46.4%,33.58,237.51,113.24,2.83,1.62,2.31,0.87,39.42,Miscellaneous Stats,0.00,1.33,2.25,0.12,0.06,0.00,0.00,4.16,0.23,0.35,40.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonardo Balerdi,ARG,DF,26,Marseille,Ligue1,0.00,0.04,0.04,0.00,0.00,0.00,0.39,0.00,0.07,0.07,0.01,0.08,0.31,3.21,0.27,Shooting,Per 90,0.93,0.12,12.5%,0.00,0.00,14.80,0.00,0.08,-0.07,-0.07,Passing,78.65,84.23,93.4%,1314.26,460.57,35.32,36.25,97.4%,36.94,38.57,95.8%,4.61,6.93,66.5%,0.02,0.23,4.41,0.19,0.00,Pass Types,81.29,2.90,1.94,0.12,0.23,0.12,0.04,0.00,0.00,0.00,0.00,0.04,0.43,Goal and Shot Creation,0.89,0.66,0.00,0.04,0.19,0.00,0.00,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Defense,2.32,1.43,1.28,0.81,0.23,1.28,2.21,57.9%,0.93,0.85,0.43,1.67,3.99,4.07,0.08,Possession,95.89,8.95,42.37,50.23,3.95,1.12,95.89,1.16,0.77,66.7%,0.39,33.3%,61.88,243.59,140.69,0.35,0.00,0.74,0.23,72.34,Miscellaneous Stats,0.00,1.20,0.93,0.00,0.00,0.00,0.00,6.31,1.78,1.24,59.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fodé Ballo-Touré,SEN,DF,29,Metz,Ligue1,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.02,0.02,0.06,0.08,2.52,2.16,3.33,Shooting,Per 90,0.27,0.09,33.3%,0.00,0.00,17.40,0.00,0.05,-0.02,-0.02,Passing,42.43,50.36,84.3%,667.30,180.36,22.25,23.42,95.0%,16.94,20.00,84.7%,2.07,3.60,57.5%,0.10,0.36,2.61,0.54,0.36,Pass Types,38.65,11.62,2.79,0.00,0.18,3.06,8.74,0.09,0.00,0.09,0.00,0.09,0.63,Goal and Shot Creation,0.81,0.81,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Defense,1.62,1.08,0.72,0.54,0.36,0.63,1.26,50.0%,0.63,0.90,0.27,0.54,2.16,2.79,0.00,Possession,60.00,2.88,21.62,28.56,10.45,0.72,60.00,2.25,0.90,40.0%,0.99,44.0%,30.45,171.71,96.76,1.08,0.00,1.62,1.17,35.95,Miscellaneous Stats,0.00,0.72,2.07,0.09,0.00,0.09,0.00,4.23,0.72,0.72,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Folarin Balogun,USA,FW,24,Monaco,Ligue1,0.49,0.12,0.61,0.43,0.06,0.06,0.06,0.06,0.57,0.52,0.15,0.67,2.25,1.28,8.71,Shooting,Per 90,3.11,1.16,37.3%,0.14,0.37,13.60,0.00,0.17,-0.09,-0.10,Passing,13.70,18.94,72.3%,161.00,23.99,8.53,10.47,81.4%,2.80,4.08,68.7%,0.43,0.79,53.8%,0.10,1.04,0.24,0.49,0.00,Pass Types,17.60,1.34,0.00,0.12,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.37,Goal and Shot Creation,2.74,1.95,0.00,0.12,0.24,0.37,0.06,0.24,0.06,0.00,0.00,0.00,0.12,0.06,Defense,0.37,0.30,0.06,0.06,0.24,0.06,0.43,14.3%,0.37,0.49,0.12,0.37,0.73,0.43,0.00,Possession,29.17,0.55,1.83,12.36,15.35,6.15,29.11,1.95,0.73,37.5%,1.16,59.4%,17.35,104.61,50.91,1.34,1.64,2.56,1.89,22.77,Miscellaneous Stats,0.00,1.46,1.83,0.97,0.12,0.00,0.00,2.56,1.10,1.64,40.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdoulaye Bamba,CIV,DF,35,Angers,Ligue1,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.01,0.01,0.02,0.03,0.09,0.63,0.45,Shooting,Per 90,0.18,0.09,50.0%,0.00,0.00,20.50,0.00,0.05,-0.01,-0.01,Passing,28.08,31.86,88.1%,547.20,163.44,7.38,8.10,91.1%,17.91,19.44,92.1%,2.25,3.51,64.1%,0.01,0.27,0.90,0.18,0.18,Pass Types,29.52,2.34,0.81,0.00,0.09,0.45,1.44,0.00,0.00,0.00,0.00,0.00,0.36,Goal and Shot Creation,0.54,0.45,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,0.99,0.63,0.72,0.18,0.09,0.72,0.99,72.7%,0.27,0.99,0.63,1.26,2.25,4.68,0.00,Possession,41.22,5.40,21.87,17.01,2.43,0.18,41.22,0.09,0.09,100.0%,0.00,0.0%,20.43,72.63,32.22,0.27,0.00,0.27,0.27,24.66,Miscellaneous Stats,0.00,0.72,0.45,0.00,0.00,0.00,0.00,2.70,0.81,1.26,39.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Bamba,CIV,FW,24,Lorient,Ligue1,0.14,0.28,0.42,0.14,0.00,0.14,0.42,0.00,0.32,0.21,0.18,0.39,0.69,0.83,3.33,Shooting,Per 90,1.53,0.83,54.5%,0.09,0.17,18.80,0.00,0.14,-0.18,-0.07,Passing,12.20,16.78,72.7%,172.79,31.34,6.93,8.74,79.4%,3.19,4.30,74.2%,0.69,0.97,71.4%,0.12,0.83,0.42,0.28,0.00,Pass Types,14.56,2.08,0.00,0.42,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.14,0.55,Goal and Shot Creation,1.39,1.25,0.00,0.00,0.14,0.00,0.00,0.42,0.42,0.00,0.00,0.00,0.00,0.00,Defense,0.42,0.28,0.28,0.14,0.00,0.14,0.42,33.3%,0.28,0.55,0.00,0.28,0.69,0.83,0.00,Possession,26.07,0.97,3.74,13.59,9.01,3.05,25.93,0.97,0.55,57.1%,0.28,28.6%,13.17,52.70,26.63,0.28,0.42,2.91,0.42,17.06,Miscellaneous Stats,0.00,2.22,1.11,1.66,0.00,0.00,0.00,2.22,1.94,3.47,35.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valentín Barco,ARG,"MF,DF",21,Strasbourg,Ligue1,0.04,0.23,0.26,0.04,0.00,0.00,0.15,0.04,0.08,0.08,0.19,0.26,1.69,6.49,3.90,Shooting,Per 90,1.01,0.19,18.5%,0.04,0.20,20.60,0.15,0.07,-0.04,-0.04,Passing,51.10,62.35,81.9%,822.76,244.71,26.56,29.00,91.6%,19.62,23.26,84.4%,3.56,7.13,50.0%,0.21,1.01,4.39,1.50,0.19,Pass Types,55.79,6.38,2.70,0.94,0.19,3.45,2.36,1.28,0.45,0.68,0.00,0.19,0.64,Goal and Shot Creation,2.55,1.84,0.34,0.08,0.08,0.15,0.08,0.60,0.49,0.00,0.04,0.00,0.00,0.08,Defense,2.44,1.50,1.46,0.71,0.26,1.50,1.91,78.4%,0.41,0.75,0.11,0.83,3.26,1.50,0.08,Possession,73.42,3.04,20.07,36.92,17.29,1.24,73.42,2.33,0.94,40.3%,1.28,54.8%,45.28,185.06,102.31,2.21,0.19,1.50,0.90,52.26,Miscellaneous Stats,0.00,1.09,2.66,0.00,0.00,0.08,0.00,5.93,0.49,0.53,48.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradley Barcola,FRA,FW,23,Paris S-G,Ligue1,0.36,0.42,0.79,0.36,0.00,0.03,0.15,0.00,0.48,0.46,0.37,0.83,4.99,3.99,14.81,Shooting,Per 90,2.96,1.36,45.9%,0.12,0.27,14.70,0.00,0.16,-0.12,-0.10,Passing,31.68,37.79,83.8%,440.33,112.22,19.83,22.10,89.7%,9.86,11.73,84.0%,0.97,1.39,69.6%,0.27,2.36,1.30,2.18,0.09,Pass Types,37.12,0.54,0.09,0.30,0.06,0.76,0.33,0.09,0.00,0.00,0.00,0.12,0.97,Goal and Shot Creation,4.57,3.90,0.03,0.27,0.21,0.03,0.12,0.79,0.63,0.00,0.06,0.06,0.03,0.00,Defense,1.36,0.85,0.36,0.45,0.54,0.60,1.66,36.4%,1.06,1.09,0.12,0.73,2.09,0.51,0.03,Possession,51.58,0.67,3.84,15.87,32.71,8.37,51.55,4.87,1.57,32.3%,3.05,62.7%,34.68,229.94,139.88,2.75,3.39,2.12,0.85,41.09,Miscellaneous Stats,0.00,1.06,0.63,0.24,0.03,0.00,0.00,3.17,0.39,0.18,68.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
