Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Edwin Cerrillo,USA,MF,24,LA Galaxy,MLS,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.03,0.03,0.03,0.05,0.07,1.01,6.80,0.88,Shooting,Per 90,0.77,0.10,13.0%,0.00,0.00,25.30,0.00,0.03,-0.03,-0.03,Passing,67.37,73.17,92.1%,1142.02,308.28,32.05,33.43,95.9%,27.91,29.49,94.6%,5.99,7.68,78.1%,0.06,0.74,6.67,0.94,0.03,Pass Types,71.72,1.35,1.25,0.03,0.57,0.13,0.07,0.00,0.00,0.00,0.00,0.10,0.91,Goal and Shot Creation,2.09,1.82,0.03,0.00,0.17,0.00,0.07,0.13,0.10,0.00,0.00,0.03,0.00,0.00,Defense,1.38,0.77,0.54,0.71,0.13,0.64,1.21,52.8%,0.57,1.25,0.34,0.61,1.99,1.31,0.03,Possession,81.25,3.17,20.47,49.26,12.05,0.24,81.25,0.98,0.57,58.6%,0.37,37.9%,49.46,220.57,98.01,1.21,0.07,1.11,0.74,64.51,Miscellaneous Stats,0.03,1.78,0.61,0.00,0.00,0.00,0.00,5.59,0.24,0.24,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Chambost,FRA,MF,27,Columbus Crew,MLS,0.03,0.17,0.21,0.03,0.00,0.00,0.14,0.00,0.11,0.11,0.13,0.24,1.51,9.70,3.91,Shooting,Per 90,1.16,0.27,23.5%,0.03,0.13,21.70,0.14,0.10,-0.08,-0.08,Passing,68.11,80.92,84.2%,1101.58,349.45,35.77,39.33,90.9%,24.22,27.82,87.1%,5.62,9.83,57.1%,0.18,1.61,9.52,1.88,0.31,Pass Types,75.10,5.41,1.85,0.38,0.96,4.52,0.24,3.08,1.88,0.55,0.00,0.41,0.93,Goal and Shot Creation,3.39,2.67,0.41,0.03,0.07,0.10,0.10,0.34,0.27,0.07,0.00,0.00,0.00,0.00,Defense,1.40,0.86,0.41,0.62,0.38,0.55,1.23,44.4%,0.69,1.16,0.24,0.86,2.26,1.23,0.03,Possession,88.53,2.06,14.32,46.94,28.06,1.37,88.53,0.58,0.27,47.1%,0.31,52.9%,54.75,220.12,102.44,1.61,0.17,0.82,0.75,68.79,Miscellaneous Stats,0.00,0.79,0.41,0.00,0.00,0.00,0.00,4.45,0.65,0.62,51.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomás Chancalay,ARG,"FW,MF",26,NE Revolution,MLS,0.31,0.15,0.46,0.31,0.00,0.00,0.31,0.00,0.46,0.46,0.20,0.66,2.53,3.52,6.28,Shooting,Per 90,4.06,1.76,43.4%,0.08,0.17,19.80,0.15,0.11,-0.15,-0.15,Passing,26.04,36.69,71.0%,494.66,111.75,11.72,13.86,84.5%,9.19,12.41,74.1%,3.98,7.35,54.2%,0.18,1.38,2.53,1.30,0.38,Pass Types,32.86,3.52,0.84,0.23,1.15,4.52,0.38,2.22,1.84,0.08,0.00,0.31,1.23,Goal and Shot Creation,3.45,1.91,0.69,0.46,0.23,0.15,0.00,0.23,0.08,0.08,0.00,0.00,0.08,0.00,Defense,1.46,0.77,0.54,0.61,0.31,0.54,1.38,38.9%,0.84,1.30,0.08,0.08,1.53,0.84,0.08,Possession,49.40,0.77,4.75,22.67,22.98,3.06,49.40,2.30,1.23,53.3%,1.00,43.3%,30.18,173.49,71.77,1.84,0.61,3.29,1.23,35.92,Miscellaneous Stats,0.00,2.53,1.61,0.46,0.00,0.00,0.00,3.75,0.69,1.30,34.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Chará,COL,MF,38,Portland Timbers,MLS,0.00,0.08,0.08,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.03,0.03,0.45,5.65,0.60,Shooting,Per 90,0.15,0.00,0.0%,0.00,,28.40,0.00,0.02,0.00,0.00,Passing,48.65,55.13,88.3%,841.41,277.76,22.52,24.85,90.6%,21.09,22.74,92.7%,4.37,5.65,77.3%,0.05,0.68,5.42,0.30,0.00,Pass Types,53.32,1.81,1.73,0.00,0.30,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.53,Goal and Shot Creation,1.73,1.58,0.00,0.00,0.00,0.00,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Defense,3.24,2.41,1.43,1.36,0.45,1.36,2.18,62.1%,0.83,0.98,0.45,1.51,4.74,2.03,0.08,Possession,64.09,3.39,16.95,40.14,7.61,0.00,64.09,0.45,0.38,83.3%,0.08,16.7%,33.97,118.24,48.35,0.98,0.00,0.83,0.60,42.25,Miscellaneous Stats,0.00,2.33,1.05,0.00,0.00,0.08,0.00,5.57,0.53,0.45,53.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Chaves,BRA,FW,23,LA Galaxy,MLS,0.25,0.07,0.33,0.22,0.04,0.04,0.29,0.00,0.40,0.37,0.16,0.54,4.88,4.81,9.10,Shooting,Per 90,3.97,1.57,39.4%,0.06,0.14,18.60,0.15,0.09,-0.15,-0.15,Passing,38.19,45.44,84.1%,596.14,125.57,21.01,22.86,91.9%,12.92,14.49,89.2%,2.80,4.62,60.6%,0.20,0.87,3.28,1.46,0.11,Pass Types,40.59,4.59,1.17,0.40,0.73,1.93,1.75,1.67,0.80,0.00,0.00,0.25,0.51,Goal and Shot Creation,3.39,2.15,0.22,0.51,0.33,0.15,0.04,0.51,0.40,0.00,0.04,0.04,0.04,0.00,Defense,1.09,0.58,0.66,0.29,0.15,0.36,1.27,28.6%,0.91,0.51,0.00,0.66,1.75,0.25,0.00,Possession,59.89,0.40,5.93,24.07,31.42,5.39,59.85,4.81,2.22,46.2%,2.33,48.5%,40.81,306.23,147.16,3.06,2.18,2.80,1.42,45.84,Miscellaneous Stats,0.00,1.46,1.67,0.07,0.00,0.00,0.00,4.15,0.11,0.47,18.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yevhen Cheberko,UKR,DF,27,Columbus Crew,MLS,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.02,0.02,0.04,0.05,1.56,5.87,0.78,Shooting,Per 90,0.27,0.00,0.0%,0.00,,23.60,0.04,0.06,-0.02,-0.02,Passing,73.48,79.46,92.5%,1173.30,504.82,36.89,38.25,96.4%,32.54,34.13,95.3%,3.11,5.13,60.6%,0.06,0.47,6.18,0.51,0.12,Pass Types,75.54,3.65,2.64,0.12,0.04,0.47,0.82,0.00,0.00,0.00,0.00,0.27,0.31,Goal and Shot Creation,1.21,1.09,0.04,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.83,1.28,0.89,0.82,0.12,1.05,1.44,73.0%,0.39,0.93,0.62,1.21,3.03,3.42,0.04,Possession,88.41,6.73,33.94,47.86,7.08,0.62,88.41,0.66,0.35,52.9%,0.23,35.3%,54.97,290.53,152.75,0.93,0.08,0.62,0.31,64.81,Miscellaneous Stats,0.00,0.97,1.05,0.04,0.00,0.08,0.00,4.55,1.21,1.52,44.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathieu Choiniere,CAN,MF,25,LAFC,MLS,0.14,0.00,0.14,0.14,0.00,0.00,0.14,0.00,0.08,0.08,0.06,0.14,0.56,5.46,1.40,Shooting,Per 90,0.98,0.28,28.6%,0.14,0.50,16.60,0.00,0.08,+0.06,+0.06,Passing,55.57,62.57,88.8%,845.13,284.00,31.21,33.17,94.1%,18.90,21.14,89.4%,3.08,4.20,73.3%,0.08,0.70,4.76,1.12,0.00,Pass Types,60.75,1.54,1.54,0.28,0.14,0.42,0.00,0.00,0.00,0.00,0.00,0.28,1.40,Goal and Shot Creation,2.80,2.52,0.00,0.00,0.14,0.00,0.14,0.28,0.28,0.00,0.00,0.00,0.00,0.00,Defense,3.50,1.82,1.96,1.40,0.14,1.68,2.80,60.0%,1.12,1.40,0.00,1.12,4.62,1.12,0.00,Possession,72.08,1.54,14.98,44.93,12.74,0.70,72.08,0.70,0.28,40.0%,0.28,40.0%,43.25,185.88,74.88,1.12,0.00,0.70,0.98,54.45,Miscellaneous Stats,0.00,0.98,1.40,0.00,0.00,0.00,0.00,5.18,0.98,0.56,63.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
José Cifuentes,ECU,MF,25,Toronto FC,MLS,0.00,0.18,0.18,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.09,0.15,2.22,4.99,2.22,Shooting,Per 90,0.37,0.00,0.0%,0.00,,23.30,0.00,0.14,-0.06,-0.06,Passing,36.41,43.06,84.5%,607.82,163.74,17.93,19.59,91.5%,14.97,17.37,86.2%,2.59,3.70,70.0%,0.06,2.03,5.17,0.00,0.00,Pass Types,41.77,1.11,0.92,0.18,0.18,0.74,0.00,0.00,0.00,0.00,0.00,0.18,1.66,Goal and Shot Creation,2.59,2.22,0.00,0.00,0.18,0.18,0.00,0.37,0.18,0.00,0.00,0.18,0.00,0.00,Defense,1.66,1.11,0.74,0.74,0.18,0.55,1.48,37.5%,0.92,1.85,0.18,0.18,1.85,2.77,0.37,Possession,52.67,3.70,11.46,29.57,12.57,0.92,52.67,2.40,1.85,76.9%,0.55,23.1%,32.90,188.50,104.23,1.11,0.18,1.66,1.48,36.59,Miscellaneous Stats,0.00,2.03,1.48,0.00,0.00,0.00,0.00,4.25,1.29,1.11,53.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caden Clark,USA,"FW,MF",21,D.C. United,MLS,0.00,0.21,0.21,0.00,0.00,0.00,0.32,0.00,0.09,0.09,0.14,0.23,1.58,3.11,5.33,Shooting,Per 90,1.16,0.37,31.8%,0.00,0.00,18.20,0.00,0.08,-0.09,-0.09,Passing,17.08,23.25,73.5%,265.52,70.02,9.12,11.12,82.0%,5.69,7.54,75.5%,1.05,2.27,46.5%,0.10,1.05,1.27,1.05,0.16,Pass Types,21.20,2.06,0.26,0.21,0.21,1.74,0.58,0.63,0.32,0.21,0.00,0.00,1.00,Goal and Shot Creation,2.79,1.85,0.05,0.16,0.32,0.26,0.16,0.37,0.26,0.00,0.00,0.05,0.00,0.05,Defense,2.11,1.21,0.95,0.90,0.26,0.74,1.32,56.0%,0.58,1.00,0.00,0.58,2.69,0.95,0.11,Possession,33.32,0.63,4.85,13.81,15.08,2.06,33.32,1.21,0.63,52.2%,0.58,47.8%,18.40,90.21,42.28,0.90,0.58,2.43,0.90,21.46,Miscellaneous Stats,0.00,1.63,1.11,0.37,0.00,0.00,0.00,2.32,0.42,1.05,28.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caden Clark,USA,"FW,MF",21,CF Montréal,MLS,0.00,0.21,0.21,0.00,0.00,0.00,0.32,0.00,0.09,0.09,0.14,0.23,1.58,3.11,5.33,Shooting,Per 90,1.16,0.37,31.8%,0.00,0.00,18.20,0.00,0.08,-0.09,-0.09,Passing,17.08,23.25,73.5%,265.52,70.02,9.12,11.12,82.0%,5.69,7.54,75.5%,1.05,2.27,46.5%,0.10,1.05,1.27,1.05,0.16,Pass Types,21.20,2.06,0.26,0.21,0.21,1.74,0.58,0.63,0.32,0.21,0.00,0.00,1.00,Goal and Shot Creation,2.79,1.85,0.05,0.16,0.32,0.26,0.16,0.37,0.26,0.00,0.00,0.05,0.00,0.05,Defense,2.11,1.21,0.95,0.90,0.26,0.74,1.32,56.0%,0.58,1.00,0.00,0.58,2.69,0.95,0.11,Possession,33.32,0.63,4.85,13.81,15.08,2.06,33.32,1.21,0.63,52.2%,0.58,47.8%,18.40,90.21,42.28,0.90,0.58,2.43,0.90,21.46,Miscellaneous Stats,0.00,1.63,1.11,0.37,0.00,0.00,0.00,2.32,0.42,1.05,28.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Cobb,USA,"DF,FW",19,Atlanta Utd,MLS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.05,0.68,4.09,0.68,Shooting,Per 90,0.34,0.11,33.3%,0.00,0.00,10.50,0.00,0.09,-0.03,-0.03,Passing,52.05,59.20,87.9%,1008.30,338.18,17.50,18.98,92.2%,28.86,30.57,94.4%,5.11,8.30,61.6%,0.07,0.11,4.66,0.11,0.00,Pass Types,56.36,2.73,1.36,0.00,0.68,0.34,0.91,0.00,0.00,0.00,0.00,0.11,0.11,Goal and Shot Creation,0.34,0.23,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.82,0.91,1.14,0.68,0.00,1.25,1.82,68.8%,0.57,1.02,0.91,1.14,2.95,5.91,0.23,Possession,71.48,7.61,33.18,35.80,2.84,0.80,71.48,0.11,0.11,100.0%,0.00,0.0%,42.05,186.70,102.05,0.91,0.00,0.45,0.00,49.09,Miscellaneous Stats,0.00,1.14,0.80,0.00,0.00,0.00,0.00,2.95,1.48,2.05,41.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Cobb,USA,DF,19,Colorado Rapids,MLS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.05,0.68,4.09,0.68,Shooting,Per 90,0.34,0.11,33.3%,0.00,0.00,10.50,0.00,0.09,-0.03,-0.03,Passing,52.05,59.20,87.9%,1008.30,338.18,17.50,18.98,92.2%,28.86,30.57,94.4%,5.11,8.30,61.6%,0.07,0.11,4.66,0.11,0.00,Pass Types,56.36,2.73,1.36,0.00,0.68,0.34,0.91,0.00,0.00,0.00,0.00,0.11,0.11,Goal and Shot Creation,0.34,0.23,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.82,0.91,1.14,0.68,0.00,1.25,1.82,68.8%,0.57,1.02,0.91,1.14,2.95,5.91,0.23,Possession,71.48,7.61,33.18,35.80,2.84,0.80,71.48,0.11,0.11,100.0%,0.00,0.0%,42.05,186.70,102.05,0.91,0.00,0.45,0.00,49.09,Miscellaneous Stats,0.00,1.14,0.80,0.00,0.00,0.00,0.00,2.95,1.48,2.05,41.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alonso Coello,ESP,MF,25,Toronto FC,MLS,0.04,0.00,0.04,0.04,0.00,0.00,0.17,0.04,0.03,0.03,0.09,0.12,0.62,5.48,0.71,Shooting,Per 90,0.54,0.21,38.5%,0.08,0.20,25.70,0.08,0.05,+0.01,+0.01,Passing,53.10,63.93,83.1%,1036.08,387.36,19.84,21.38,92.8%,24.87,27.52,90.3%,7.64,12.58,60.7%,0.08,1.12,6.48,0.50,0.12,Pass Types,59.78,3.86,2.24,0.12,0.25,2.70,0.08,1.54,0.71,0.71,0.00,0.29,0.91,Goal and Shot Creation,2.78,2.03,0.50,0.00,0.08,0.00,0.17,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Defense,3.16,1.66,1.54,1.41,0.21,1.58,2.53,62.3%,0.95,1.08,0.17,1.45,4.61,2.16,0.04,Possession,74.39,4.82,24.16,40.77,10.25,0.33,74.39,1.20,0.83,69.0%,0.37,31.0%,43.84,212.55,91.62,0.83,0.04,1.20,0.37,50.40,Miscellaneous Stats,0.00,1.08,0.62,0.00,0.00,0.00,0.00,5.23,1.08,0.71,60.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Collodi,USA,GK,23,FC Dallas,MLS,,,,,,0.12,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,4.53,3.55,80.0%,0.49,0.37,0.24,0.24,25.0%,0.12,0.00,0.00,0.0%,Advanced Goalkeeping,0.12,0.00,0.00,1.27,0.26,+0.23,6.61,20.94,31.6%,27.43,3.92,50.4%,40.4,7.84,90.6%,59.7,18.00,1.47,8.2%,1.59,13.5
Theo Corbeanu,CAN,"FW,MF",22,Toronto FC,MLS,0.23,0.08,0.31,0.20,0.04,0.04,0.08,0.00,0.20,0.17,0.14,0.31,7.08,1.45,8.57,Shooting,Per 90,2.15,0.94,43.6%,0.09,0.21,17.30,0.00,0.08,+0.04,+0.03,Passing,21.48,29.82,72.0%,361.64,56.00,10.10,11.74,86.0%,9.04,12.01,75.2%,1.76,3.83,45.9%,0.10,1.29,0.74,1.17,1.02,Pass Types,29.39,0.39,0.04,0.04,0.16,5.32,0.31,0.00,0.00,0.00,0.00,0.04,0.78,Goal and Shot Creation,2.74,2.00,0.00,0.31,0.23,0.16,0.04,0.23,0.12,0.00,0.04,0.04,0.04,0.00,Defense,0.63,0.23,0.08,0.43,0.12,0.39,1.17,33.3%,0.78,0.82,0.04,0.39,1.02,0.47,0.00,Possession,41.44,0.35,3.48,17.14,22.30,4.27,41.40,4.54,2.35,51.7%,1.88,41.4%,29.66,311.36,165.17,3.48,2.35,2.90,0.94,32.44,Miscellaneous Stats,0.00,0.94,1.41,0.35,0.04,0.00,0.00,3.95,0.63,0.94,40.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Coronel,PAR,GK,28,NY Red Bulls,MLS,,,,,,0.10,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,4.52,3.19,71.4%,0.32,0.23,0.45,0.32,32.3%,0.06,0.03,0.00,33.3%,Advanced Goalkeeping,0.03,0.13,0.06,1.54,0.33,+0.25,3.03,12.13,25.0%,27.00,4.90,33.1%,32.1,5.58,57.2%,46.3,11.71,0.77,6.6%,1.87,16.6
David Costa,POR,"MF,FW",24,Portland Timbers,MLS,0.14,0.21,0.36,0.14,0.00,0.00,0.07,0.00,0.15,0.15,0.20,0.35,4.83,6.26,6.73,Shooting,Per 90,1.61,0.68,42.2%,0.09,0.21,18.90,0.21,0.10,-0.01,-0.01,Passing,39.13,48.04,81.4%,624.20,167.11,19.40,21.55,90.0%,15.32,18.40,83.3%,2.76,5.12,53.8%,0.27,2.08,4.05,1.86,0.29,Pass Types,45.14,2.76,0.72,0.43,0.18,3.83,0.21,1.83,0.97,0.47,0.00,0.14,0.47,Goal and Shot Creation,4.01,3.15,0.57,0.11,0.14,0.04,0.00,0.36,0.36,0.00,0.00,0.00,0.00,0.00,Defense,0.39,0.14,0.11,0.21,0.07,0.14,0.47,30.8%,0.32,0.47,0.00,0.25,0.64,0.32,0.07,Possession,55.53,0.43,5.26,27.17,23.91,3.33,55.53,2.58,1.25,48.6%,1.32,51.4%,39.56,258.47,132.28,2.97,1.18,2.04,0.97,44.86,Miscellaneous Stats,0.00,0.36,0.43,0.11,0.00,0.00,0.00,3.04,0.04,0.14,20.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitor Costa,BRA,"DF,MF",30,SJ Earthquakes,MLS,0.06,0.11,0.17,0.06,0.00,0.00,0.28,0.00,0.16,0.16,0.13,0.28,2.23,3.13,7.26,Shooting,Per 90,1.23,0.17,13.6%,0.05,0.33,15.50,0.00,0.13,-0.10,-0.10,Passing,38.64,48.68,79.4%,624.92,188.99,21.05,23.11,91.1%,13.57,16.92,80.2%,3.13,5.58,56.0%,0.15,1.45,2.34,1.45,0.73,Pass Types,41.76,6.76,0.95,0.06,0.39,3.24,5.81,0.00,0.00,0.00,0.00,0.17,1.12,Goal and Shot Creation,2.79,2.34,0.06,0.06,0.11,0.22,0.00,0.34,0.28,0.00,0.00,0.00,0.06,0.00,Defense,1.90,1.28,0.61,0.95,0.34,0.61,1.56,39.3%,0.95,1.40,0.28,1.06,2.96,3.57,0.06,Possession,60.07,3.07,13.68,25.63,21.16,3.24,60.07,1.12,0.39,35.0%,0.67,60.0%,32.10,164.76,75.37,1.06,0.67,0.84,0.39,34.78,Miscellaneous Stats,0.00,0.67,1.34,0.34,0.06,0.00,0.00,4.52,0.84,0.61,57.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandan Craig,USA,"DF,MF",20,CF Montréal,MLS,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.04,0.04,0.02,0.06,0.19,3.31,0.31,Shooting,Per 90,0.75,0.19,25.0%,0.00,0.00,23.40,0.38,0.05,-0.04,-0.04,Passing,44.41,54.79,81.1%,948.66,400.47,11.57,12.32,93.9%,25.83,27.96,92.4%,6.69,13.70,48.9%,0.04,0.50,4.00,0.13,0.06,Pass Types,47.16,7.51,3.57,0.06,0.69,2.50,0.13,2.00,1.63,0.06,0.00,0.13,0.38,Goal and Shot Creation,1.31,0.88,0.25,0.00,0.13,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Defense,1.38,0.94,0.88,0.50,0.00,0.50,0.88,57.1%,0.38,1.00,0.63,0.94,2.31,4.57,0.00,Possession,64.11,7.19,32.52,26.64,5.19,0.31,64.11,0.19,0.13,66.7%,0.06,33.3%,34.40,136.34,70.61,0.25,0.00,0.19,0.13,40.28,Miscellaneous Stats,0.00,0.69,0.56,0.00,0.00,0.00,0.00,2.56,1.19,1.31,47.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Cremaschi,USA,"MF,FW",19,Inter Miami,MLS,0.06,0.13,0.19,0.06,0.00,0.00,0.39,0.00,0.10,0.10,0.16,0.26,1.30,2.66,5.64,Shooting,Per 90,0.78,0.19,25.0%,0.08,0.33,15.40,0.06,0.13,-0.04,-0.04,Passing,37.15,45.39,81.9%,571.84,120.54,19.71,21.53,91.6%,12.51,15.04,83.2%,2.72,4.47,60.9%,0.15,1.04,1.69,0.78,0.19,Pass Types,42.67,2.72,0.39,0.06,0.19,2.27,1.04,1.30,0.39,0.71,0.00,0.00,0.84,Goal and Shot Creation,2.07,1.49,0.45,0.00,0.06,0.00,0.06,0.26,0.19,0.06,0.00,0.00,0.00,0.00,Defense,2.40,1.36,0.65,1.30,0.45,1.10,2.14,51.5%,1.04,0.91,0.06,0.71,3.11,0.32,0.00,Possession,55.05,0.71,10.18,26.26,19.45,2.27,55.05,1.95,0.78,40.0%,1.04,53.3%,33.07,146.09,61.21,0.91,0.45,1.56,0.71,38.65,Miscellaneous Stats,0.00,1.17,0.84,0.06,0.00,0.00,0.00,4.80,0.84,0.84,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxime Crépeau,CAN,GK,30,Portland Timbers,MLS,,,,,,0.00,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,4.73,3.27,69.0%,0.27,0.20,0.53,0.20,20.0%,0.00,0.00,0.00,,Advanced Goalkeeping,0.00,0.13,0.00,1.36,0.29,-0.11,4.20,11.67,36.0%,29.27,5.00,29.2%,31.6,6.07,51.6%,43.9,10.60,0.60,5.7%,0.67,12.4
Andrés Cubas,PAR,MF,28,Vancouver W'caps,MLS,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.02,0.02,0.01,0.03,0.32,5.45,0.68,Shooting,Per 90,0.36,0.05,12.5%,0.00,0.00,24.90,0.00,0.05,-0.02,-0.02,Passing,45.64,51.14,89.2%,840.09,236.18,18.68,20.36,91.7%,19.73,21.41,92.1%,5.55,6.82,81.3%,0.03,0.32,6.41,0.41,0.05,Pass Types,50.09,0.91,0.82,0.00,0.73,0.18,0.05,0.00,0.00,0.00,0.00,0.14,1.23,Goal and Shot Creation,1.36,1.23,0.00,0.05,0.00,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Defense,3.00,2.05,0.77,1.50,0.73,0.95,2.23,42.9%,1.27,1.59,0.36,1.55,4.55,1.41,0.00,Possession,60.77,2.32,13.00,39.45,8.73,0.27,60.77,0.82,0.50,61.1%,0.32,38.9%,32.55,141.05,48.45,0.59,0.05,0.91,0.86,39.64,Miscellaneous Stats,0.00,2.77,0.73,0.00,0.00,0.00,0.00,5.95,0.41,0.50,45.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
