Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Maren Haile-Selassie,SUI,"FW,MF",25,Chicago Fire,MLS,0.19,0.58,0.77,0.19,0.00,0.00,0.10,0.00,0.31,0.31,0.16,0.47,3.37,4.33,7.31,Shooting,Per 90,2.21,0.67,30.4%,0.09,0.29,15.90,0.00,0.14,-0.12,-0.12,Passing,36.06,42.79,84.3%,513.56,126.73,22.12,24.62,89.8%,11.73,13.37,87.8%,1.15,2.88,40.0%,0.20,1.73,2.79,1.92,0.00,Pass Types,38.94,3.85,1.06,0.38,0.00,2.40,0.67,1.63,0.48,0.77,0.00,0.00,1.15,Goal and Shot Creation,4.62,3.27,0.58,0.38,0.19,0.19,0.00,1.06,0.77,0.19,0.10,0.00,0.00,0.00,Defense,1.44,0.96,0.87,0.19,0.38,1.15,1.83,63.2%,0.67,1.15,0.00,0.48,1.92,1.06,0.00,Possession,53.46,1.15,10.00,21.35,23.37,3.94,53.46,2.98,1.54,51.6%,1.25,41.9%,31.54,203.75,109.81,2.88,0.77,1.83,1.15,37.60,Miscellaneous Stats,0.00,0.38,1.25,0.19,0.00,0.00,0.00,4.90,0.19,0.19,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belal Halbouni,SYR,DF,25,Vancouver W'caps,MLS,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.02,0.02,0.05,0.07,0.74,5.90,0.12,Shooting,Per 90,0.25,0.00,0.0%,0.00,,7.90,0.00,0.10,-0.02,-0.02,Passing,69.47,74.51,93.2%,1384.80,432.30,22.99,24.47,94.0%,38.24,39.34,97.2%,7.75,9.84,78.8%,0.06,0.49,9.59,0.37,0.12,Pass Types,71.68,2.70,1.97,0.00,1.84,0.37,0.25,0.00,0.00,0.00,0.00,0.12,0.25,Goal and Shot Creation,0.98,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,0.86,0.49,0.61,0.25,0.00,0.61,1.11,55.6%,0.49,0.74,0.49,0.74,1.60,3.57,0.25,Possession,82.50,6.89,35.16,42.30,5.66,1.11,82.50,0.49,0.37,75.0%,0.12,25.0%,52.01,265.20,157.75,1.84,0.00,0.37,0.49,62.58,Miscellaneous Stats,0.00,0.86,0.37,0.00,0.00,0.00,0.00,5.66,1.72,1.60,51.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Hall,USA,"FW,MF",16,NY Red Bulls,MLS,0.13,0.00,0.13,0.13,0.00,0.00,0.00,0.00,0.20,0.20,0.04,0.25,2.64,2.25,8.99,Shooting,Per 90,2.11,0.66,31.3%,0.06,0.20,13.80,0.00,0.10,-0.07,-0.07,Passing,19.16,25.51,75.1%,281.89,50.22,10.84,14.01,77.4%,6.61,8.19,80.6%,0.93,1.19,77.8%,0.09,0.66,2.11,0.26,0.26,Pass Types,24.19,1.32,0.40,0.00,0.00,0.79,0.40,0.00,0.00,0.00,0.00,0.00,0.79,Goal and Shot Creation,3.04,1.98,0.00,0.40,0.13,0.40,0.13,0.26,0.13,0.00,0.00,0.00,0.13,0.00,Defense,0.93,0.40,0.66,0.26,0.00,0.13,0.79,16.7%,0.66,0.79,0.00,0.66,1.59,0.26,0.00,Possession,37.14,0.26,3.44,14.01,20.09,4.63,37.14,3.44,1.72,50.0%,1.45,42.3%,23.26,138.90,58.55,1.06,1.72,3.44,1.19,26.96,Miscellaneous Stats,0.00,1.32,1.72,0.13,0.13,0.00,0.00,1.98,1.06,2.38,30.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Hansen,DEN,GK,23,Colorado Rapids,MLS,,,,,,0.30,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40,4.60,3.30,73.9%,0.30,0.20,0.50,0.30,30.0%,0.20,0.10,0.00,33.3%,Advanced Goalkeeping,0.00,0.00,0.20,1.42,0.26,+0.22,4.80,18.20,26.4%,24.90,3.50,53.0%,40.9,7.20,69.4%,52.6,12.70,1.60,12.6%,2.30,15.0
Ian Harkes,USA,MF,29,SJ Earthquakes,MLS,0.13,0.08,0.21,0.13,0.00,0.00,0.29,0.04,0.07,0.07,0.15,0.22,0.88,4.62,2.01,Shooting,Per 90,1.34,0.42,31.3%,0.09,0.30,22.30,0.00,0.05,+0.06,+0.06,Passing,36.50,43.72,83.5%,587.87,164.01,17.75,19.89,89.2%,15.15,17.20,88.0%,2.31,3.61,64.0%,0.13,1.05,3.48,1.34,0.25,Pass Types,42.13,1.51,1.17,0.13,0.17,0.55,0.29,0.04,0.00,0.00,0.00,0.08,1.09,Goal and Shot Creation,2.90,2.60,0.00,0.00,0.17,0.08,0.04,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Defense,1.22,0.55,0.29,0.71,0.21,0.88,1.76,50.0%,0.88,1.34,0.25,0.97,2.18,1.47,0.04,Possession,54.76,1.89,11.20,30.63,13.51,1.34,54.76,0.76,0.21,27.8%,0.42,55.6%,30.08,140.73,63.61,1.17,0.17,1.68,0.92,36.59,Miscellaneous Stats,0.04,1.55,1.34,0.04,0.00,0.04,0.00,4.41,1.01,0.92,52.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Harper,USA,"DF,MF",23,NY Red Bulls,MLS,0.40,0.27,0.67,0.40,0.00,0.00,0.27,0.00,0.35,0.35,0.20,0.55,5.52,2.83,9.84,Shooting,Per 90,2.56,0.67,26.3%,0.16,0.60,16.60,0.00,0.14,+0.05,+0.05,Passing,26.81,40.82,65.7%,415.10,122.07,13.61,15.90,85.6%,11.05,16.71,66.1%,1.21,4.18,29.0%,0.11,0.94,1.48,0.81,0.40,Pass Types,37.32,3.23,0.13,0.00,0.13,4.58,3.10,0.00,0.00,0.00,0.00,0.27,0.54,Goal and Shot Creation,3.10,1.75,0.00,0.54,0.13,0.54,0.13,0.40,0.13,0.00,0.13,0.00,0.13,0.00,Defense,1.21,0.94,0.54,0.40,0.27,0.67,1.75,38.5%,1.08,0.54,0.00,0.27,1.48,0.67,0.00,Possession,52.81,0.54,8.08,20.21,25.73,4.99,52.81,4.18,2.16,51.6%,1.75,41.9%,33.55,248.98,137.29,2.56,1.08,2.83,0.94,36.51,Miscellaneous Stats,0.00,2.02,2.29,0.27,0.13,0.00,0.00,4.58,0.40,1.08,27.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Harriel,USA,DF,23,Philadelphia Union,MLS,0.09,0.00,0.09,0.09,0.00,0.00,0.30,0.00,0.08,0.08,0.03,0.10,0.56,3.00,2.10,Shooting,Per 90,0.56,0.17,30.8%,0.15,0.50,12.00,0.00,0.14,+0.01,+0.01,Passing,31.60,41.51,76.1%,520.06,220.35,16.04,18.57,86.4%,12.91,16.38,78.8%,2.06,4.67,44.0%,0.04,0.47,2.96,0.39,0.17,Pass Types,36.23,5.19,0.47,0.00,0.04,0.77,4.63,0.00,0.00,0.00,0.00,0.09,1.20,Goal and Shot Creation,1.16,0.77,0.21,0.00,0.04,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.67,0.99,0.77,0.64,0.26,0.60,1.03,58.3%,0.43,1.54,0.34,2.62,4.29,5.70,0.04,Possession,56.21,5.15,20.11,26.46,9.90,1.29,56.21,0.73,0.30,41.2%,0.30,41.2%,24.91,103.85,44.34,0.64,0.00,0.99,0.60,27.31,Miscellaneous Stats,0.00,1.16,1.89,0.00,0.00,0.00,0.00,3.99,2.36,1.37,63.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvin Harris,ENG,"FW,MF",24,Colorado Rapids,MLS,0.34,0.07,0.40,0.34,0.00,0.00,0.13,0.00,0.34,0.34,0.07,0.43,3.10,1.62,5.94,Shooting,Per 90,2.16,0.61,28.1%,0.16,0.56,14.00,0.00,0.16,-0.01,-0.01,Passing,17.47,21.99,79.4%,231.75,52.89,11.47,13.09,87.6%,4.59,5.80,79.1%,0.40,0.88,46.2%,0.07,0.81,0.54,0.94,0.27,Pass Types,21.12,0.81,0.00,0.00,0.00,1.75,0.61,0.07,0.00,0.00,0.00,0.07,0.74,Goal and Shot Creation,2.50,1.62,0.07,0.07,0.27,0.47,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.00,Defense,1.08,0.67,0.34,0.47,0.27,0.47,1.28,36.8%,0.81,0.94,0.20,0.27,1.35,0.94,0.00,Possession,34.00,1.48,4.32,11.20,18.96,4.18,34.00,2.02,0.88,43.3%,0.88,43.3%,21.45,155.71,69.76,1.15,1.42,2.36,1.28,23.01,Miscellaneous Stats,0.00,0.67,2.56,0.34,0.00,0.00,0.00,3.51,0.54,1.35,28.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Hartel,GER,"MF,FW",29,St. Louis City,MLS,0.27,0.12,0.39,0.24,0.03,0.03,0.03,0.00,0.22,0.20,0.29,0.49,2.14,5.63,5.60,Shooting,Per 90,2.20,0.74,33.8%,0.11,0.32,17.40,0.06,0.09,+0.05,+0.04,Passing,36.42,47.71,76.3%,582.41,202.81,18.70,20.88,89.6%,12.84,15.75,81.5%,3.19,6.91,46.1%,0.27,2.95,3.25,1.67,0.39,Pass Types,41.31,6.25,2.05,0.27,0.27,5.72,0.18,3.51,1.55,1.43,0.00,0.15,0.48,Goal and Shot Creation,5.33,3.40,1.28,0.21,0.33,0.12,0.00,0.30,0.18,0.06,0.03,0.03,0.00,0.00,Defense,0.60,0.45,0.27,0.24,0.09,0.24,0.80,29.6%,0.57,0.60,0.12,0.80,1.40,0.74,0.00,Possession,56.41,1.40,8.70,25.20,23.17,3.54,56.38,1.97,0.69,34.8%,1.19,60.6%,32.64,167.88,79.19,1.49,0.51,1.46,0.69,39.16,Miscellaneous Stats,0.00,0.36,0.54,0.12,0.00,0.00,0.00,3.60,0.12,0.42,22.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Harvey,PAN,"DF,MF",24,Minnesota Utd,MLS,0.12,0.06,0.18,0.12,0.00,0.00,0.12,0.00,0.08,0.08,0.06,0.15,0.65,2.18,1.83,Shooting,Per 90,1.24,0.59,47.6%,0.10,0.20,17.20,0.00,0.07,+0.04,+0.04,Passing,30.55,37.86,80.7%,479.90,177.29,16.57,18.52,89.5%,11.50,13.68,84.1%,1.83,3.48,52.5%,0.05,0.59,2.18,0.41,0.06,Pass Types,35.15,2.42,0.18,0.06,0.41,0.18,1.89,0.00,0.00,0.00,0.00,0.29,0.88,Goal and Shot Creation,1.24,1.12,0.00,0.00,0.00,0.06,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Defense,3.07,1.71,1.83,0.71,0.53,1.65,2.65,62.2%,1.00,1.59,0.71,1.36,4.42,4.25,0.00,Possession,54.20,5.78,23.71,21.64,9.67,2.54,54.20,2.06,0.83,40.0%,1.00,48.6%,25.60,119.14,51.96,0.65,0.18,1.30,0.47,30.26,Miscellaneous Stats,0.00,1.47,1.30,0.18,0.00,0.00,0.00,4.60,2.30,2.65,46.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabian Herbers,GER,"MF,FW",31,CF Montréal,MLS,0.12,0.00,0.12,0.12,0.00,0.00,0.37,0.00,0.10,0.10,0.12,0.22,1.74,6.10,3.73,Shooting,Per 90,1.62,0.25,15.4%,0.08,0.50,16.10,0.00,0.06,+0.02,+0.02,Passing,30.37,39.46,77.0%,534.40,176.76,14.94,18.05,82.8%,12.07,15.31,78.9%,2.99,3.98,75.0%,0.19,1.49,3.49,1.37,0.00,Pass Types,38.09,1.24,0.50,0.12,0.00,0.62,0.62,0.12,0.00,0.00,0.00,0.12,0.50,Goal and Shot Creation,3.86,3.61,0.00,0.00,0.00,0.12,0.12,0.37,0.37,0.00,0.00,0.00,0.00,0.00,Defense,2.12,1.49,0.37,1.74,0.00,0.37,1.00,37.5%,0.62,0.50,0.00,1.00,3.11,1.24,0.00,Possession,48.17,1.74,8.46,26.64,13.69,2.37,48.17,1.00,0.37,37.5%,0.37,37.5%,28.88,162.32,85.89,1.00,0.37,1.00,1.24,33.98,Miscellaneous Stats,0.00,1.37,1.87,0.12,0.00,0.00,0.00,4.85,0.87,0.62,58.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald Hernández,VEN,DF,27,Atlanta Utd,MLS,0.07,0.07,0.14,0.07,0.00,0.00,0.21,0.00,0.03,0.03,0.11,0.14,1.71,3.69,5.20,Shooting,Per 90,0.48,0.14,28.6%,0.14,0.50,15.70,0.00,0.07,+0.03,+0.03,Passing,45.75,56.83,80.5%,739.01,243.67,24.28,26.67,91.0%,17.30,20.59,84.1%,3.42,6.91,49.5%,0.14,0.89,2.80,0.75,0.48,Pass Types,48.76,7.93,1.16,0.00,0.34,3.08,6.36,0.41,0.41,0.00,0.00,0.14,0.55,Goal and Shot Creation,1.64,1.44,0.07,0.00,0.00,0.07,0.07,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Defense,1.71,1.03,1.23,0.27,0.21,1.03,2.12,48.4%,1.09,0.89,0.34,1.37,3.08,3.42,0.00,Possession,67.23,3.83,22.43,28.18,17.10,1.44,67.23,0.48,0.21,42.9%,0.21,42.9%,37.00,160.99,68.87,0.89,0.07,1.57,0.62,42.81,Miscellaneous Stats,0.00,1.09,1.09,0.07,0.00,0.00,0.00,4.04,1.09,1.03,51.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Herrera,GUA,"DF,MF",27,D.C. United,MLS,0.00,0.09,0.09,0.00,0.00,0.00,0.44,0.09,0.03,0.03,0.13,0.16,1.70,3.96,3.27,Shooting,Per 90,0.70,0.17,25.0%,0.00,0.00,23.60,0.09,0.05,-0.03,-0.03,Passing,37.68,50.14,75.2%,770.49,281.54,13.81,16.21,85.2%,16.42,20.17,81.4%,6.84,11.41,59.9%,0.18,1.57,2.31,1.61,0.83,Pass Types,39.21,10.85,2.35,0.00,1.13,5.18,5.97,2.53,0.78,1.22,0.17,0.09,0.83,Goal and Shot Creation,3.27,1.96,1.18,0.04,0.04,0.00,0.04,0.30,0.17,0.09,0.04,0.00,0.00,0.00,Defense,1.57,0.87,1.00,0.52,0.04,1.13,1.61,70.3%,0.48,1.26,0.44,1.22,2.79,2.88,0.09,Possession,60.38,3.40,18.38,25.96,16.73,1.13,60.38,1.57,0.70,44.4%,0.83,52.8%,30.84,163.79,75.84,1.74,0.39,0.91,0.61,33.19,Miscellaneous Stats,0.04,1.22,0.48,0.04,0.00,0.00,0.00,4.14,1.44,0.87,62.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcelo Herrera,ARG,DF,26,Columbus Crew,MLS,0.26,0.13,0.39,0.26,0.00,0.00,0.07,0.00,0.19,0.19,0.14,0.34,1.84,4.34,9.80,Shooting,Per 90,1.58,0.46,29.2%,0.17,0.57,17.10,0.07,0.12,+0.07,+0.07,Passing,33.73,43.59,77.4%,475.18,186.44,21.17,24.19,87.5%,10.32,13.28,77.7%,1.31,3.29,40.0%,0.18,1.05,3.35,1.45,0.53,Pass Types,39.91,3.55,0.72,0.07,0.13,2.76,2.76,0.07,0.00,0.00,0.00,0.13,1.84,Goal and Shot Creation,2.17,1.84,0.07,0.13,0.07,0.00,0.07,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Defense,2.10,1.45,0.99,0.72,0.39,0.92,1.84,50.0%,0.92,2.10,0.26,1.31,3.42,2.30,0.00,Possession,55.42,1.58,11.11,22.15,22.35,3.68,55.42,1.12,0.66,58.8%,0.46,41.2%,32.21,145.03,76.65,0.99,0.85,0.92,0.59,38.59,Miscellaneous Stats,0.00,1.31,0.99,1.05,0.00,0.00,0.00,2.04,0.72,1.12,39.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Son Heung-min,KOR,FW,32,LAFC,MLS,1.01,0.22,1.23,1.01,0.00,0.00,0.00,0.00,0.59,0.59,0.33,0.93,3.70,4.82,4.60,Shooting,Per 90,3.92,2.13,54.3%,0.26,0.47,18.10,0.22,0.15,+0.41,+0.41,Passing,27.12,34.07,79.6%,408.08,131.36,15.24,16.92,90.1%,7.85,9.08,86.4%,2.35,5.16,45.7%,0.26,3.70,2.58,1.91,0.00,Pass Types,26.90,6.61,1.01,0.11,0.22,4.03,0.22,4.37,1.68,1.68,0.00,0.56,0.11,Goal and Shot Creation,6.05,3.03,1.68,0.34,0.56,0.45,0.00,0.78,0.45,0.00,0.11,0.11,0.11,0.00,Defense,0.67,0.56,0.22,0.34,0.11,0.34,0.78,42.9%,0.45,0.11,0.00,0.00,0.67,0.45,0.00,Possession,45.17,0.45,2.24,16.36,27.24,4.93,45.17,4.71,2.02,42.9%,2.13,45.2%,27.35,176.19,92.80,2.69,1.35,1.68,2.24,33.85,Miscellaneous Stats,0.00,0.34,1.79,0.45,0.11,0.00,0.00,2.80,0.22,0.34,40.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayden Hibbert,CAN,GK,20,Atlanta Utd,MLS,,,,,,0.00,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,5.63,3.88,68.9%,0.13,0.38,0.50,0.25,25.0%,0.00,0.00,0.00,,Advanced Goalkeeping,0.00,0.13,0.00,1.75,0.31,0.00,2.63,9.25,28.4%,27.13,4.50,26.3%,30.2,5.25,40.5%,41.0,12.50,0.88,7.0%,1.13,12.9
Bode Hidalgo,USA,DF,22,Real Salt Lake,MLS,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.08,0.05,0.05,0.03,0.08,1.92,4.38,2.69,Shooting,Per 90,0.69,0.31,44.4%,0.00,0.00,22.10,0.00,0.07,-0.05,-0.05,Passing,50.08,59.46,84.2%,865.31,290.69,23.54,25.69,91.6%,20.54,24.08,85.3%,4.54,7.31,62.1%,0.04,0.46,3.23,0.62,0.15,Pass Types,51.85,7.62,1.31,0.08,0.69,0.77,6.23,0.00,0.00,0.00,0.00,0.00,0.38,Goal and Shot Creation,1.77,1.69,0.08,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Defense,2.23,1.15,1.23,1.00,0.00,1.31,2.69,48.6%,1.38,0.92,0.54,0.85,3.08,3.46,0.08,Possession,70.08,4.31,25.69,32.92,11.69,0.69,70.08,1.00,0.38,38.5%,0.54,53.8%,39.69,171.38,100.00,1.38,0.31,0.85,0.23,45.31,Miscellaneous Stats,0.08,1.23,0.85,0.00,0.00,0.00,0.00,3.77,0.62,0.62,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bode Hidalgo,USA,DF,22,CF Montréal,MLS,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.08,0.05,0.05,0.03,0.08,1.92,4.38,2.69,Shooting,Per 90,0.69,0.31,44.4%,0.00,0.00,22.10,0.00,0.07,-0.05,-0.05,Passing,50.08,59.46,84.2%,865.31,290.69,23.54,25.69,91.6%,20.54,24.08,85.3%,4.54,7.31,62.1%,0.04,0.46,3.23,0.62,0.15,Pass Types,51.85,7.62,1.31,0.08,0.69,0.77,6.23,0.00,0.00,0.00,0.00,0.00,0.38,Goal and Shot Creation,1.77,1.69,0.08,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Defense,2.23,1.15,1.23,1.00,0.00,1.31,2.69,48.6%,1.38,0.92,0.54,0.85,3.08,3.46,0.08,Possession,70.08,4.31,25.69,32.92,11.69,0.69,70.08,1.00,0.38,38.5%,0.54,53.8%,39.69,171.38,100.00,1.38,0.31,0.85,0.23,45.31,Miscellaneous Stats,0.08,1.23,0.85,0.00,0.00,0.00,0.00,3.77,0.62,0.62,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Hiebert,CAN,DF,27,St. Louis City,MLS,0.05,0.05,0.11,0.05,0.00,0.00,0.16,0.00,0.06,0.06,0.02,0.08,0.64,3.30,0.90,Shooting,Per 90,0.21,0.05,25.0%,0.25,1.00,8.30,0.00,0.29,-0.01,-0.01,Passing,38.88,46.97,82.8%,674.89,245.59,17.29,18.83,91.8%,18.46,20.90,88.3%,2.55,5.53,46.2%,0.04,0.27,2.39,0.32,0.11,Pass Types,43.46,3.40,0.69,0.05,0.21,0.59,2.71,0.00,0.00,0.00,0.00,0.11,0.80,Goal and Shot Creation,0.64,0.53,0.11,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Defense,1.12,0.43,0.74,0.37,0.00,0.53,0.80,66.7%,0.27,1.81,1.01,0.48,1.60,4.89,0.00,Possession,57.82,6.22,27.07,25.11,5.90,0.69,57.82,0.37,0.21,57.1%,0.16,42.9%,30.21,146.70,74.20,0.48,0.05,0.48,0.48,35.43,Miscellaneous Stats,0.00,0.80,0.32,0.05,0.00,0.00,0.00,3.72,1.33,1.38,49.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan Hines-Ike,USA,DF,30,Austin FC,MLS,0.00,0.03,0.03,0.00,0.00,0.00,0.13,0.03,0.04,0.04,0.02,0.06,0.42,1.92,0.07,Shooting,Per 90,0.33,0.00,0.0%,0.00,,12.40,0.00,0.11,-0.04,-0.04,Passing,43.81,48.08,91.1%,859.91,301.20,12.29,12.71,96.7%,27.19,28.59,95.1%,3.98,6.16,64.6%,0.02,0.07,2.44,0.07,0.00,Pass Types,46.26,1.76,0.88,0.03,0.29,0.13,0.07,0.00,0.00,0.00,0.00,0.07,0.20,Goal and Shot Creation,0.33,0.26,0.00,0.03,0.00,0.03,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Defense,0.55,0.36,0.42,0.13,0.00,0.13,0.33,40.0%,0.20,1.14,0.95,0.49,1.04,6.13,0.10,Possession,57.83,9.97,31.81,24.35,1.89,0.52,57.83,0.16,0.16,100.0%,0.00,0.0%,36.28,173.15,88.31,0.36,0.03,0.49,0.07,41.46,Miscellaneous Stats,0.03,0.59,0.68,0.00,0.00,0.00,0.00,2.35,1.08,0.65,62.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bongokuhle Hlongwane,RSA,"DF,MF",24,Minnesota Utd,MLS,0.11,0.04,0.15,0.11,0.00,0.00,0.04,0.00,0.15,0.15,0.08,0.23,1.93,2.53,4.39,Shooting,Per 90,1.17,0.38,32.3%,0.10,0.30,15.40,0.00,0.13,-0.03,-0.03,Passing,19.56,25.16,77.7%,291.72,81.53,10.67,12.90,82.7%,6.36,7.53,84.4%,1.44,2.46,58.5%,0.09,0.76,1.40,0.64,0.15,Pass Types,24.36,0.68,0.04,0.08,0.04,0.68,0.42,0.00,0.00,0.00,0.00,0.11,0.49,Goal and Shot Creation,2.50,2.01,0.00,0.15,0.04,0.30,0.00,0.26,0.19,0.00,0.00,0.00,0.08,0.00,Defense,1.51,1.06,1.17,0.30,0.04,0.95,1.82,52.1%,0.87,0.64,0.15,0.95,2.46,2.99,0.00,Possession,37.79,2.88,10.63,16.80,10.97,2.57,37.79,2.61,0.95,36.2%,1.32,50.7%,19.90,110.88,58.15,1.44,0.79,1.93,1.36,22.09,Miscellaneous Stats,0.00,1.06,1.85,0.30,0.04,0.00,0.00,4.39,0.83,1.29,39.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
